mean_wordRank	placeholder1	KWORD	PhER	per_uniq_phonemes	Noise_ID	WER	ChER	mean_nPhonemes	Short Utterance	placeholder3	ppl	STOI	mean_nChars	ph_len	per_uniq_chars	total_nChars	placeholder2	paraphrase_pair_id
9801.8	1638888748799503388_sent_int_pegasus_41	1	1	0.5	0	1	1	3.6	i believe he can raise taxes and still be elected	output_paraphrases	89.75075531	0.768703958	4	36	0.075	40	1821	238
9795.1	1638888748799503388_sent_int_pegasus_41	0.966666666666667	0.995	0.514	0	0.983333333333333	1	3.7	i believe he can raise taxes and still get elected	output_paraphrases	83.28876495	0.783472227	4.1	37	0.073	41	1816	238
9801.8	1638888748799503388_sent_int_pegasus_41	1	1	0.5	0	1	1	3.6	i believe he can raise taxes and still be elected	output_paraphrases	89.75075531	0.768703958	4	36	0.075	40	1821	239
9834.636	1638888748799503388_sent_int_pegasus_41	0.9	0.928333333333333	0.5	0	0.91	0.938333333333333	4	i think he can probably raise taxes and still get elected	input_phrase	76.73410797	0.842554089	4.273	44	0.064	47	1816	239
9795.1	1638888748799503388_sent_int_pegasus_41	0.966666666666667	0.995	0.514	0	0.983333333333333	1	3.7	i believe he can raise taxes and still get elected	output_paraphrases	83.28876495	0.783472227	4.1	37	0.073	41	1816	240
9834.636	1638888748799503388_sent_int_pegasus_41	0.9	0.928333333333333	0.5	0	0.91	0.938333333333333	4	i think he can probably raise taxes and still get elected	input_phrase	76.73410797	0.842554089	4.273	44	0.064	47	1816	240
10026.889	1638888748799503388_sent_int_pegasus_45	1	1	0.714	0	1	1	3.111	i think we collected a lot over the years	output_paraphrases	78.41937256	0.807609712	3.667	28	0.091	33	2545	241
10012.818	1638888748799503388_sent_int_pegasus_45	0.958333333333333	0.875	0.686	0	0.805	0.871666666666667	3.182	i think we collected stuff off and on over the years	input_phrase	116.9865799	0.82912823	3.818	35	0.071	42	2546	241
10026.889	1638888748799503388_sent_int_pegasus_45	1	1	0.714	0	1	1	3.111	i think we collected a lot over the years	output_paraphrases	78.41937256	0.807609712	3.667	28	0.091	33	2545	242
9740.333	1638888748799503388_sent_int_pegasus_45	1	1	0.783	0	1	1	3.833	we collected stuff over the years	output_paraphrases	142.9769135	0.811447838	4.667	23	0.107	28	2546	242
10012.818	1638888748799503388_sent_int_pegasus_45	0.958333333333333	0.875	0.686	0	0.805	0.871666666666667	3.182	i think we collected stuff off and on over the years	input_phrase	116.9865799	0.82912823	3.818	35	0.071	42	2546	243
9740.333	1638888748799503388_sent_int_pegasus_45	1	1	0.783	0	1	1	3.833	we collected stuff over the years	output_paraphrases	142.9769135	0.811447838	4.667	23	0.107	28	2546	243
9578.25	1638888748799503388_sent_int_pegasus_53	0.966666666666667	0.981666666666667	0.6	0	0.958333333333333	0.98	2.917	i was just too lazy that trip to do all that walking	input_phrase	98.32283783	0.852453112	3.417	35	0.073	41	2587	244
9341.25	1638888748799503388_sent_int_pegasus_53	1	1	0.727	0	1	1	2.75	i was too lazy to do that walking	output_paraphrases	76.10055542	0.778195756	3.25	22	0.115	26	2587	244
9578.25	1638888748799503388_sent_int_pegasus_53	0.966666666666667	0.981666666666667	0.6	0	0.958333333333333	0.98	2.917	i was just too lazy that trip to do all that walking	input_phrase	98.32283783	0.852453112	3.417	35	0.073	41	2587	245
9494.667	1638888748799503388_sent_int_pegasus_53	0.958333333333333	0.991666666666667	0.591	0	0.963333333333333	0.986666666666667	2.444	i was too lazy to walk all that way	output_paraphrases	31.99700165	0.782883053	3	22	0.111	27	2590	245
9341.25	1638888748799503388_sent_int_pegasus_53	1	1	0.727	0	1	1	2.75	i was too lazy to do that walking	output_paraphrases	76.10055542	0.778195756	3.25	22	0.115	26	2587	246
9494.667	1638888748799503388_sent_int_pegasus_53	0.958333333333333	0.991666666666667	0.591	0	0.963333333333333	0.986666666666667	2.444	i was too lazy to walk all that way	output_paraphrases	31.99700165	0.782883053	3	22	0.111	27	2590	246
9499	1638888748799503388_sent_int_pegasus_62	1	0.98	0.529	0	0.955	0.978333333333333	3.091	it kind of reminds me of my roots of growing up	input_phrase	32.46576691	0.818510034	3.364	34	0.081	37	2073	247
7948	1638888748799503388_sent_int_pegasus_62	1	1	0.609	0	1	1	3.833	it reminds me of my upbringing	output_paraphrases	69.8679657	0.857538476	4.167	23	0.12	25	2073	247
9499	1638888748799503388_sent_int_pegasus_62	1	0.98	0.529	0	0.955	0.978333333333333	3.091	it kind of reminds me of my roots of growing up	input_phrase	32.46576691	0.818510034	3.364	34	0.081	37	2073	248
9712.444	1638888748799503388_sent_int_pegasus_62	1	0.993333333333333	0.64	0	0.981666666666667	1	2.778	it reminds me of when i was a child	output_paraphrases	21.89418221	0.824467021	3	25	0.111	27	2079	248
7948	1638888748799503388_sent_int_pegasus_62	1	1	0.609	0	1	1	3.833	it reminds me of my upbringing	output_paraphrases	69.8679657	0.857538476	4.167	23	0.12	25	2073	249
9712.444	1638888748799503388_sent_int_pegasus_62	1	0.993333333333333	0.64	0	0.981666666666667	1	2.778	it reminds me of when i was a child	output_paraphrases	21.89418221	0.824467021	3	25	0.111	27	2079	249
9816.75	1638888748799503388_sent_int_pegasus_68	1	0.953333333333333	0.682	0	0.938333333333333	0.945	2.75	because we eat out five nights a week	output_paraphrases	65.32228088	0.858113577	3.75	22	0.1	30	3570	250
9813.7	1638888748799503388_sent_int_pegasus_68	0.835	0.913333333333333	0.583	0	0.866666666666667	0.913333333333333	3.6	just because we eating out probably five nights a week	input_phrase	188.7446594	0.876460407	4.5	36	0.067	45	3565	250
9816.75	1638888748799503388_sent_int_pegasus_68	1	0.953333333333333	0.682	0	0.938333333333333	0.945	2.75	because we eat out five nights a week	output_paraphrases	65.32228088	0.858113577	3.75	22	0.1	30	3570	251
9735	1638888748799503388_sent_int_pegasus_68	1	1	0.6	0	0.98	0.978333333333333	3.125	we usually eat out five nights a week	output_paraphrases	66.24508667	0.842789257	3.75	25	0.1	30	3565	251
9813.7	1638888748799503388_sent_int_pegasus_68	0.835	0.913333333333333	0.583	0	0.866666666666667	0.913333333333333	3.6	just because we eating out probably five nights a week	input_phrase	188.7446594	0.876460407	4.5	36	0.067	45	3565	252
9735	1638888748799503388_sent_int_pegasus_68	1	1	0.6	0	0.98	0.978333333333333	3.125	we usually eat out five nights a week	output_paraphrases	66.24508667	0.842789257	3.75	25	0.1	30	3565	252
9637.75	1638888748799503388_sent_int_pegasus_7	0.906666666666667	0.96	0.6	0	0.905	0.96	3.75	every team hopes their current quarterback is going to pull them through	input_phrase	107.4422836	0.851625886	5.083	45	0.049	61	2728	253
9567.636	1638888748799503388_sent_int_pegasus_7	0.886666666666667	0.938333333333333	0.581	0	0.865	0.94	3.909	every team is hoping their current quarterback will pull them through	output_paraphrases	181.214386	0.815841057	5.364	43	0.051	59	2731	253
9637.75	1638888748799503388_sent_int_pegasus_7	0.906666666666667	0.96	0.6	0	0.905	0.96	3.75	every team hopes their current quarterback is going to pull them through	input_phrase	107.4422836	0.851625886	5.083	45	0.049	61	2728	254
9657.1	1638888748799503388_sent_int_pegasus_7	0.9	0.988333333333333	0.55	0	0.933333333333334	0.981666666666666	4	every team wants their current quarterback to pull them through	output_paraphrases	237.9161072	0.819085727	5.4	40	0.056	54	2728	254
9567.636	1638888748799503388_sent_int_pegasus_7	0.886666666666667	0.938333333333333	0.581	0	0.865	0.94	3.909	every team is hoping their current quarterback will pull them through	output_paraphrases	181.214386	0.815841057	5.364	43	0.051	59	2731	255
9657.1	1638888748799503388_sent_int_pegasus_7	0.9	0.988333333333333	0.55	0	0.933333333333334	0.981666666666666	4	every team wants their current quarterback to pull them through	output_paraphrases	237.9161072	0.819085727	5.4	40	0.056	54	2728	255
8274.286	1638888748799503388_sent_int_pegasus_71	0.945	0.988333333333333	0.621	0	0.976666666666667	0.99	4.143	all our paper and cardboard is recycled	output_paraphrases	151.9111633	0.797105974	4.714	29	0.091	33	1964	256
8634.5	1638888748799503388_sent_int_pegasus_71	1	0.991666666666667	0.525	0	0.983333333333333	0.988333333333333	4	now we recycle all our computer paper and our cardboard	input_phrase	353.3718262	0.817380497	4.6	40	0.065	46	1970	256
8274.286	1638888748799503388_sent_int_pegasus_71	0.945	0.988333333333333	0.621	0	0.976666666666667	0.99	4.143	all our paper and cardboard is recycled	output_paraphrases	151.9111633	0.797105974	4.714	29	0.091	33	1964	257
8017.571	1638888748799503388_sent_int_pegasus_71	1	1	0.607	0	1	1	4	we recycle all our paper and cardboard	output_paraphrases	75.67785645	0.802020012	4.571	28	0.094	32	1970	257
8634.5	1638888748799503388_sent_int_pegasus_71	1	0.991666666666667	0.525	0	0.983333333333333	0.988333333333333	4	now we recycle all our computer paper and our cardboard	input_phrase	353.3718262	0.817380497	4.6	40	0.065	46	1970	258
8017.571	1638888748799503388_sent_int_pegasus_71	1	1	0.607	0	1	1	4	we recycle all our paper and cardboard	output_paraphrases	75.67785645	0.802020012	4.571	28	0.094	32	1970	258
10174	1638888748799503388_sent_int_pegasus_77	1	1	0.71	0	1	1	3.1	some of them turned out to be pretty good players	input_phrase	21.37607956	0.911967601	4	31	0.075	40	2703	259
10213	1638888748799503388_sent_int_pegasus_77	1	1	0.773	0	1	1	3.143	some of them were very good players	output_paraphrases	41.94866562	0.861653163	4.143	22	0.103	29	2702	259
10174	1638888748799503388_sent_int_pegasus_77	1	1	0.71	0	1	1	3.1	some of them turned out to be pretty good players	input_phrase	21.37607956	0.911967601	4	31	0.075	40	2703	260
10184.429	1638888748799503388_sent_int_pegasus_77	1	1	0.75	0	1	1	2.857	they turned out to be good players	output_paraphrases	40.02966309	0.828724272	4	20	0.107	28	2703	260
10213	1638888748799503388_sent_int_pegasus_77	1	1	0.773	0	1	1	3.143	some of them were very good players	output_paraphrases	41.94866562	0.861653163	4.143	22	0.103	29	2702	261
10184.429	1638888748799503388_sent_int_pegasus_77	1	1	0.75	0	1	1	2.857	they turned out to be good players	output_paraphrases	40.02966309	0.828724272	4	20	0.107	28	2703	261
10217.4	1638888748799503388_sent_int_pegasus_83	1	0.993333333333333	0.654	0	0.983333333333333	1	2.6	its nice to know we were doing the same thing	output_paraphrases	36.22060776	0.809271791	3.6	26	0.083	36	1904	262
10233	1638888748799503388_sent_int_pegasus_83	0.9	0.951666666666666	0.686	0	0.918333333333333	0.973333333333333	2.917	that really nice to know because we were doing the same thing	input_phrase	37.35240555	0.83616708	4.167	35	0.06	50	1898	262
10217.4	1638888748799503388_sent_int_pegasus_83	1	0.993333333333333	0.654	0	0.983333333333333	1	2.6	its nice to know we were doing the same thing	output_paraphrases	36.22060776	0.809271791	3.6	26	0.083	36	1904	263
10275.333	1638888748799503388_sent_int_pegasus_83	1	1	0.812	0	1	1	2.667	we were doing the same thing	output_paraphrases	30.18512726	0.822682071	3.833	16	0.13	23	1898	263
10233	1638888748799503388_sent_int_pegasus_83	0.9	0.951666666666666	0.686	0	0.918333333333333	0.973333333333333	2.917	that really nice to know because we were doing the same thing	input_phrase	37.35240555	0.83616708	4.167	35	0.06	50	1898	264
10275.333	1638888748799503388_sent_int_pegasus_83	1	1	0.812	0	1	1	2.667	we were doing the same thing	output_paraphrases	30.18512726	0.822682071	3.833	16	0.13	23	1898	264
9324.6	2	1	0.981666666666667	0.541	0	0.966666666666667	0.983333333333333	3.7	and then paid for the expenses out of that envelope	input_phrase	172.738708496094	0.877356218329033	4.2	37	0.071	42	86	265
9069.5	2	1	0.995	0.645	0	0.98	0.99	3.875	paid for the expenses out of that envelope	output_paraphrases	162.96110534668	0.870546284915082	4.375	31	0.086	35	86	265
9324.6	2	1	0.981666666666667	0.541	0	0.966666666666667	0.983333333333333	3.7	and then paid for the expenses out of that envelope	input_phrase	172.738708496094	0.877356218329033	4.2	37	0.071	42	86	266
9211.222	2	0.833333333333333	0.868333333333333	0.667	0	0.815	0.88	3.667	the expenses out of that envelope were paid for	output_paraphrases	253.374526977539	0.839714863812375	4.333	33	0.077	39	87	266
9069.5	2	1	0.995	0.645	0	0.98	0.99	3.875	paid for the expenses out of that envelope	output_paraphrases	162.96110534668	0.870546284915082	4.375	31	0.086	35	86	267
9211.222	2	0.833333333333333	0.868333333333333	0.667	0	0.815	0.88	3.667	the expenses out of that envelope were paid for	output_paraphrases	253.374526977539	0.839714863812375	4.333	33	0.077	39	87	267
9869.667	28	1	1	0.938	0	1	1	2.667	i blame it on the teachers	output_paraphrases	60.0355491638184	0.839277441829326	3.5	16	0.143	21	555	268
10054.8	28	1	1	0.731	0	1	1	2.6	i do blame it on the teachers in the school	input_phrase	40.9528198242188	0.837767154560358	3.4	26	0.088	34	555	268
9869.667	28	1	1	0.938	0	1	1	2.667	i blame it on the teachers	output_paraphrases	60.0355491638184	0.839277441829326	3.5	16	0.143	21	555	269
9979.125	28	1	1	0.783	0	1	1	2.875	the teachers in the school are to blame	output_paraphrases	51.0449600219727	0.822781935755239	4	23	0.094	32	564	269
10054.8	28	1	1	0.731	0	1	1	2.6	i do blame it on the teachers in the school	input_phrase	40.9528198242188	0.837767154560358	3.4	26	0.088	34	555	270
9979.125	28	1	1	0.783	0	1	1	2.875	the teachers in the school are to blame	output_paraphrases	51.0449600219727	0.822781935755239	4	23	0.094	32	564	270
9737.4	32	1	1	0.741	0	0.916666666666667	0.95	2.7	i do like going to see them in the theaters	input_phrase	52.0872497558594	0.790267442272523	3.4	27	0.088	34	655	271
9095	32	1	1	0.727	0	0.86	0.93	3.143	i enjoy seeing them in the theaters	output_paraphrases	119.753463745117	0.765254055329263	4.143	22	0.103	29	655	271
9737.4	32	1	1	0.741	0	0.916666666666667	0.95	2.7	i do like going to see them in the theaters	input_phrase	52.0872497558594	0.790267442272523	3.4	27	0.088	34	655	272
9480.714	32	1	1	0.842	0	0.883333333333333	0.933333333333334	2.714	i like to see them in theaters	output_paraphrases	60.3692054748535	0.813354514822944	3.429	19	0.125	24	661	272
9095	32	1	1	0.727	0	0.86	0.93	3.143	i enjoy seeing them in the theaters	output_paraphrases	119.753463745117	0.765254055329263	4.143	22	0.103	29	655	273
9480.714	32	1	1	0.842	0	0.883333333333333	0.933333333333334	2.714	i like to see them in theaters	output_paraphrases	60.3692054748535	0.813354514822944	3.429	19	0.125	24	661	273
10092.7	4	0.835	0.963333333333333	0.714	0	0.916666666666667	0.968333333333333	2.8	and try to fill our day with things like that	input_phrase	85.8044357299805	0.873004420404664	3.6	28	0.083	36	106	274
9998.286	4	1	1	0.778	0	1	1	2.571	try to fill our day with that	output_paraphrases	203.817886352539	0.872405308245091	3.286	18	0.13	23	106	274
10092.7	4	0.835	0.963333333333333	0.714	0	0.916666666666667	0.968333333333333	2.8	and try to fill our day with things like that	input_phrase	85.8044357299805	0.873004420404664	3.6	28	0.083	36	106	275
10086	4	0.945	0.98	0.76	0	0.981666666666667	0.981666666666667	2.778	we should fill our day with things like that	output_paraphrases	80.6321411132813	0.822903006971545	4	25	0.083	36	111	275
9998.286	4	1	1	0.778	0	1	1	2.571	try to fill our day with that	output_paraphrases	203.817886352539	0.872405308245091	3.286	18	0.13	23	106	276
10086	4	0.945	0.98	0.76	0	0.981666666666667	0.981666666666667	2.778	we should fill our day with things like that	output_paraphrases	80.6321411132813	0.822903006971545	4	25	0.083	36	111	276
10243.455	40	1	1	0.552	0	0.94	0.903333333333333	2.636	i have a seven year old and a three year old	input_phrase	18.9744491577148	0.793108646371885	3.091	29	0.088	34	845	277
10246.231	40	1	0.976666666666667	0.5	0	0.871666666666667	0.86	2.923	i have two children a seven year old and a three year old	output_paraphrases	23.9236640930176	0.822192601340069	3.462	38	0.067	45	845	277
10243.455	40	1	1	0.552	0	0.94	0.903333333333333	2.636	i have a seven year old and a three year old	input_phrase	18.9744491577148	0.793108646371885	3.091	29	0.088	34	845	278
10180.5	40	1	1	0.692	0	0.833333333333333	0.78	3.25	my kids are seven and three years old	output_paraphrases	28.2417793273926	0.756929859068168	3.75	26	0.1	30	853	278
10246.231	40	1	0.976666666666667	0.5	0	0.871666666666667	0.86	2.923	i have two children a seven year old and a three year old	output_paraphrases	23.9236640930176	0.822192601340069	3.462	38	0.067	45	845	279
10180.5	40	1	1	0.692	0	0.833333333333333	0.78	3.25	my kids are seven and three years old	output_paraphrases	28.2417793273926	0.756929859068168	3.75	26	0.1	30	853	279
10213	42	1	1	0.762	0	1	1	3.5	a few companies have done that	output_paraphrases	96.4258880615234	0.86563660869169	4.167	21	0.12	25	874	280
10215.545	42	1	1	0.471	0	0.97	0.991666666666667	3.091	i heard of a couple of companies that have done that	input_phrase	33.1388778686523	0.838338581423394	3.818	34	0.071	42	874	280
10213	42	1	1	0.762	0	1	1	3.5	a few companies have done that	output_paraphrases	96.4258880615234	0.86563660869169	4.167	21	0.12	25	874	281
10234.5	42	0.833333333333333	0.853333333333333	0.515	0	0.833333333333333	0.868333333333333	3.3	there are a couple of companies that have done that	output_paraphrases	21.6615982055664	0.842652941980037	4.2	33	0.071	42	881	281
10215.545	42	1	1	0.471	0	0.97	0.991666666666667	3.091	i heard of a couple of companies that have done that	input_phrase	33.1388778686523	0.838338581423394	3.818	34	0.071	42	874	282
10234.5	42	0.833333333333333	0.853333333333333	0.515	0	0.833333333333333	0.868333333333333	3.3	there are a couple of companies that have done that	output_paraphrases	21.6615982055664	0.842652941980037	4.2	33	0.071	42	881	282
10058.545	54	0.806666666666666	0.821666666666667	0.5	0	0.745	0.693333333333333	3.273	if you put six percent they match up to six percent	input_phrase	147.543426513672	0.879906776978517	3.727	36	0.073	41	1286	283
10078.4	54	0.86	0.838333333333333	0.69	0	0.85	0.791666666666667	2.9	if you put six percent they will match it up	output_paraphrases	185.507690429688	0.849508263987485	3.5	29	0.086	35	1286	283
10058.545	54	0.806666666666666	0.821666666666667	0.5	0	0.745	0.693333333333333	3.273	if you put six percent they match up to six percent	input_phrase	147.543426513672	0.879906776978517	3.727	36	0.073	41	1286	284
10081.25	54	0.78	0.896666666666667	0.513	0	0.778333333333333	0.81	3.25	they will match up to six percent if you put six percent	output_paraphrases	120.133460998535	0.857064443546746	3.75	39	0.067	45	1291	284
10078.4	54	0.86	0.838333333333333	0.69	0	0.85	0.791666666666667	2.9	if you put six percent they will match it up	output_paraphrases	185.507690429688	0.849508263987485	3.5	29	0.086	35	1286	285
10081.25	54	0.78	0.896666666666667	0.513	0	0.778333333333333	0.81	3.25	they will match up to six percent if you put six percent	output_paraphrases	120.133460998535	0.857064443546746	3.75	39	0.067	45	1291	285
10045.8	66	1	0.95	0.487	0	0.9	0.936666666666666	3.9	physical or mental that they could take care of themselves	input_phrase	61.6234359741211	0.844321229984471	4.9	39	0.061	49	1778	286
10229.167	66	1	1	0.667	0	1	1	3.5	they can take care of themselves	output_paraphrases	24.8309173583984	0.837034510545259	4.5	21	0.111	27	1778	286
10045.8	66	1	0.95	0.487	0	0.9	0.936666666666666	3.9	physical or mental that they could take care of themselves	input_phrase	61.6234359741211	0.844321229984471	4.9	39	0.061	49	1778	287
9087	66	0.958333333333333	1	0.513	0	0.983333333333333	1	3.9	they could take care of their physical and mental wellbeing	output_paraphrases	44.852970123291	0.825085088822493	5	39	0.06	50	1781	287
10229.167	66	1	1	0.667	0	1	1	3.5	they can take care of themselves	output_paraphrases	24.8309173583984	0.837034510545259	4.5	21	0.111	27	1778	288
9087	66	0.958333333333333	1	0.513	0	0.983333333333333	1	3.9	they could take care of their physical and mental wellbeing	output_paraphrases	44.852970123291	0.825085088822493	5	39	0.06	50	1781	288
10296.5	70	1	1	0.76	0	1	1	3.125	every year she was in a different home	output_paraphrases	113.944839477539	0.822513439492007	3.875	25	0.097	31	1838	289
10140.4	70	1	1	0.576	0	1	1	3.3	she ended up being in a different home every year	input_phrase	66.5122909545898	0.815257677434437	4	33	0.075	40	1838	289
10296.5	70	1	1	0.76	0	1	1	3.125	every year she was in a different home	output_paraphrases	113.944839477539	0.822513439492007	3.875	25	0.097	31	1838	290
9954.333	70	1	1	0.588	0	1	1	3.778	she ended up living in different homes every year	output_paraphrases	109.426689147949	0.835546625879003	4.556	34	0.073	41	1839	290
10140.4	70	1	1	0.576	0	1	1	3.3	she ended up being in a different home every year	input_phrase	66.5122909545898	0.815257677434437	4	33	0.075	40	1838	291
9954.333	70	1	1	0.588	0	1	1	3.778	she ended up living in different homes every year	output_paraphrases	109.426689147949	0.835546625879003	4.556	34	0.073	41	1839	291
10163.1	78	1	0.98	0.686	0	0.933333333333333	0.94	3.5	i was watching the television for the first three days	output_paraphrases	70.6972503662109	0.827947431443728	4.5	35	0.067	45	2055	292
8911.5	78	1	1	0.76	0	1	1	3.125	the first few days i was watching tv	output_paraphrases	70.0543212890625	0.822383204447303	3.625	25	0.103	29	2058	292
10163.1	78	1	0.98	0.686	0	0.933333333333333	0.94	3.5	i was watching the television for the first three days	output_paraphrases	70.6972503662109	0.827947431443728	4.5	35	0.067	45	2055	293
9375.5	78	1	1	0.697	0	0.966666666666667	0.96	3.3	the first three days i was glued to the television	input_phrase	49.3403358459473	0.829735520711388	4.1	33	0.073	41	2055	293
8911.5	78	1	1	0.76	0	1	1	3.125	the first few days i was watching tv	output_paraphrases	70.0543212890625	0.822383204447303	3.625	25	0.103	29	2058	294
9375.5	78	1	1	0.697	0	0.966666666666667	0.96	3.3	the first three days i was glued to the television	input_phrase	49.3403358459473	0.829735520711388	4.1	33	0.073	41	2055	294
10237.778	82	0.466666666666667	0.993333333333333	0.652	0	0.67	0.926666666666666	2.556	kids are in a day care center all day	output_paraphrases	43.8654403686523	0.83767874983315	3.222	23	0.103	29	2165	295
10267	82	0.666666666666667	1	0.621	0	0.833333333333333	0.95	2.9	these children are in a day care center all day	output_paraphrases	45.7402305603027	0.82061812208226	3.8	29	0.079	38	2171	295
10237.778	82	0.466666666666667	0.993333333333333	0.652	0	0.67	0.926666666666666	2.556	kids are in a day care center all day	output_paraphrases	43.8654403686523	0.83767874983315	3.222	23	0.103	29	2165	296
10251.455	82	0.566666666666667	1	0.6	0	0.79	0.953333333333334	2.727	these kids are just in a day care center all day	input_phrase	44.0694847106934	0.845083119926063	3.455	30	0.079	38	2165	296
10267	82	0.666666666666667	1	0.621	0	0.833333333333333	0.95	2.9	these children are in a day care center all day	output_paraphrases	45.7402305603027	0.82061812208226	3.8	29	0.079	38	2171	297
10251.455	82	0.566666666666667	1	0.6	0	0.79	0.953333333333334	2.727	these kids are just in a day care center all day	input_phrase	44.0694847106934	0.845083119926063	3.455	30	0.079	38	2165	297
10326	98	1	0.985	0.562	0	0.986666666666667	0.983333333333333	2.667	this is the first year that we have done it this way	output_paraphrases	18.3436832427979	0.845648675566297	3.417	32	0.073	41	2360	298
10317.3	98	0.933333333333333	1	0.577	0	0.966666666666667	1	2.6	this is the first year we done it this way	input_phrase	36.5933380126953	0.859275251031636	3.3	26	0.091	33	2360	298
10326	98	1	0.985	0.562	0	0.986666666666667	0.983333333333333	2.667	this is the first year that we have done it this way	output_paraphrases	18.3436832427979	0.845648675566297	3.417	32	0.073	41	2360	299
10338.444	98	1	1	0.625	0	1	1	2.667	we did it this way for the first time	output_paraphrases	27.0387954711914	0.843447638710227	3.222	24	0.103	29	2367	299
10317.3	98	0.933333333333333	1	0.577	0	0.966666666666667	1	2.6	this is the first year we done it this way	input_phrase	36.5933380126953	0.859275251031636	3.3	26	0.091	33	2360	300
10338.444	98	1	1	0.625	0	1	1	2.667	we did it this way for the first time	output_paraphrases	27.0387954711914	0.843447638710227	3.222	24	0.103	29	2367	300
10090.7	10	1	0.995	0.677	1	0.983333333333333	0.995	3.1	do you find it hard to keep the tax records	output_paraphrases	61.4153366088867	0.722506203712984	3.4	31	0.088	34	275	301
9891.167	10	0.9	0.865	0.523	1	0.82	0.865	3.667	do you find trouble keeping the records for taxes and all that	input_phrase	134.985076904297	0.720704946137527	4.25	44	0.059	51	275	301
10090.7	10	1	0.995	0.677	1	0.983333333333333	0.995	3.1	do you find it hard to keep the tax records	output_paraphrases	61.4153366088867	0.722506203712984	3.4	31	0.088	34	275	302
9545.111	10	1	0.99	0.579	1	0.963333333333333	0.993333333333333	4.222	do you have difficulty keeping the records for taxes	output_paraphrases	207.290405273437	0.744741606886331	4.889	38	0.068	44	277	302
9891.167	10	0.9	0.865	0.523	1	0.82	0.865	3.667	do you find trouble keeping the records for taxes and all that	input_phrase	134.985076904297	0.720704946137527	4.25	44	0.059	51	275	303
9545.111	10	1	0.99	0.579	1	0.963333333333333	0.993333333333333	4.222	do you have difficulty keeping the records for taxes	output_paraphrases	207.290405273437	0.744741606886331	4.889	38	0.068	44	277	303
9371.727	110	0.691666666666667	0.86	0.556	1	0.788333333333333	0.848333333333333	3.273	disburse the money to me is what she would probably do	output_paraphrases	124.419441223145	0.715592644798335	4	36	0.068	44	2505	304
10281.5	110	1	1	0.613	1	1	1	3.1	she is probably going to give the money to me	output_paraphrases	31.4946117401123	0.733273137895863	3.6	31	0.083	36	2507	304
9371.727	110	0.691666666666667	0.86	0.556	1	0.788333333333333	0.848333333333333	3.273	disburse the money to me is what she would probably do	output_paraphrases	124.419441223145	0.715592644798335	4	36	0.068	44	2505	305
9371.727	110	0.831666666666667	0.926666666666667	0.556	1	0.835	0.915	3.273	what she probably would do is disburse the money to me	input_phrase	64.844482421875	0.699404218445742	4	36	0.068	44	2505	305
10281.5	110	1	1	0.613	1	1	1	3.1	she is probably going to give the money to me	output_paraphrases	31.4946117401123	0.733273137895863	3.6	31	0.083	36	2507	306
9371.727	110	0.831666666666667	0.926666666666667	0.556	1	0.835	0.915	3.273	what she probably would do is disburse the money to me	input_phrase	64.844482421875	0.699404218445742	4	36	0.068	44	2505	306
9207.455	118	0.916666666666667	0.853333333333333	0.75	1	0.88	0.845	2.909	the best golf i have ever seen is your shitty one	output_paraphrases	429.877349853516	0.704297643925689	3.545	32	0.077	39	2635	307
10063.222	118	0.666666666666667	0.886666666666667	0.88	1	0.853333333333333	0.895	2.778	your golf is the best i have ever seen	output_paraphrases	31.5998210906982	0.758015756479878	3.333	25	0.1	30	2637	307
9207.455	118	0.916666666666667	0.853333333333333	0.75	1	0.88	0.845	2.909	the best golf i have ever seen is your shitty one	output_paraphrases	429.877349853516	0.704297643925689	3.545	32	0.077	39	2635	308
8997.273	118	0.791666666666667	0.93	0.579	1	0.895	0.928333333333333	3.455	your shitty golf is probably the best golf i ever seen	input_phrase	190.676986694336	0.735420656233692	4	38	0.068	44	2635	308
10063.222	118	0.666666666666667	0.886666666666667	0.88	1	0.853333333333333	0.895	2.778	your golf is the best i have ever seen	output_paraphrases	31.5998210906982	0.758015756479878	3.333	25	0.1	30	2637	309
8997.273	118	0.791666666666667	0.93	0.579	1	0.895	0.928333333333333	3.455	your shitty golf is probably the best golf i ever seen	input_phrase	190.676986694336	0.735420656233692	4	38	0.068	44	2635	309
9980.3	1638807207592803212_sent_int_pegasus_10	0.945	0.901666666666667	0.59	1	0.866666666666667	0.921666666666667	3.9	because we both originally from this part of the country	input_phrase	56.68485641	0.75887552	4.7	39	0.064	47	655	310
10214.7	1638807207592803212_sent_int_pegasus_10	1	1	0.6	1	1	1	3	we were both born in this part of the country	output_paraphrases	19.95479012	0.726918225	3.6	30	0.083	36	652	310
9980.3	1638807207592803212_sent_int_pegasus_10	0.945	0.901666666666667	0.59	1	0.866666666666667	0.921666666666667	3.9	because we both originally from this part of the country	input_phrase	56.68485641	0.75887552	4.7	39	0.064	47	655	311
9984.5	1638807207592803212_sent_int_pegasus_10	1	1	0.583	1	1	1	3.6	we were both originally from this part of the country	output_paraphrases	30.58767319	0.70524703	4.4	36	0.068	44	655	311
10214.7	1638807207592803212_sent_int_pegasus_10	1	1	0.6	1	1	1	3	we were both born in this part of the country	output_paraphrases	19.95479012	0.726918225	3.6	30	0.083	36	652	312
