mean_wordRank	placeholder1	KWORD	PhER	per_uniq_phonemes	Noise_ID	WER	ChER	mean_nPhonemes	Short Utterance	placeholder3	ppl	STOI	mean_nChars	ph_len	per_uniq_chars	total_nChars	placeholder2	paraphrase_pair_id	exact_paraphrase_pid
9450.333	1638811802290682038_sent_int_pegasus_75	0.835	0.92	0.606	0	0.835	0.905	3.667	you end up in the bureaucracy in larger schools	output_paraphrases	198.4140778	0.833750414	4.333	33	0.077	39	1185	188	188
9456.3	1638811802290682038_sent_int_pegasus_75	0.8883333333	0.8883333333	0.543	0	0.85	0.9116666667	3.5	you are caught up in the bureaucracy in larger schools	output_paraphrases	174.8112488	0.801865787	4.5	35	0.067	45	1192	189	189
9450.333	1638811802290682038_sent_int_pegasus_75	0.835	0.92	0.606	0	0.835	0.905	3.667	you end up in the bureaucracy in larger schools	output_paraphrases	198.4140778	0.833750414	4.333	33	0.077	39	1185	189	189
9606.5	1638811802290682038_sent_int_pegasus_8	0.9583333333	0.995	0.395	0	0.98	0.9966666667	4.75	a lot of states still practice capital punishment	output_paraphrases	100.693573	0.863274761	5.25	38	0.071	42	1022	190	190
9748.7	1638811802290682038_sent_int_pegasus_8	0.7666666667	0.9433333333	0.444	0	0.8166666667	0.9533333333	4.5	because a lot of states do still practice capital punishment	input_phrase	71.69748688	0.875106529	5.1	45	0.059	51	1029	190	190
9606.5	1638811802290682038_sent_int_pegasus_8	0.9583333333	0.995	0.395	0	0.98	0.9966666667	4.75	a lot of states still practice capital punishment	output_paraphrases	100.693573	0.863274761	5.25	38	0.071	42	1022	191	191
9450.833	1638811802290682038_sent_int_pegasus_8	1	1	0.5	0	1	1	5.333	many states still use capital punishment	output_paraphrases	145.3533173	0.862572273	5.833	32	0.086	35	1029	191	191
9748.7	1638811802290682038_sent_int_pegasus_8	0.7666666667	0.9433333333	0.444	0	0.8166666667	0.9533333333	4.5	because a lot of states do still practice capital punishment	input_phrase	71.69748688	0.875106529	5.1	45	0.059	51	1029	192	192
9450.833	1638811802290682038_sent_int_pegasus_8	1	1	0.5	0	1	1	5.333	many states still use capital punishment	output_paraphrases	145.3533173	0.862572273	5.833	32	0.086	35	1029	192	192
10042.8	1638811802290682038_sent_int_pegasus_86	0.915	0.985	0.735	0	0.95	1	3.4	it was extreme to think we never find the place	output_paraphrases	359.1639709	0.833641611	3.8	34	0.079	38	737	193	193
10005	1638811802290682038_sent_int_pegasus_86	0.9	0.915	0.706	0	0.8666666667	0.9366666667	3.4	it was far extreme thought we never find the place	input_phrase	637.5216064	0.855040768	4.1	34	0.073	41	743	193	193
8901.083	1638811802290682038_sent_int_pegasus_88	0.8583333333	0.8866666667	0.559	0	0.8916666667	0.895	2.833	like when you buy a tire you pay a federal excise tax	input_phrase	64.51460266	0.868157065	3.5	34	0.071	42	1655	196	196
8771.182	1638811802290682038_sent_int_pegasus_88	0.9066666667	0.985	0.613	0	0.94	0.98	2.818	when you buy a tire you pay a federal excise tax	output_paraphrases	83.97451782	0.849014289	3.455	31	0.079	38	1655	196	196
8901.083	1638811802290682038_sent_int_pegasus_88	0.8583333333	0.8866666667	0.559	0	0.8916666667	0.895	2.833	like when you buy a tire you pay a federal excise tax	input_phrase	64.51460266	0.868157065	3.5	34	0.071	42	1655	197	197
8714.5	1638811802290682038_sent_int_pegasus_88	0.8333333333	0.8916666667	0.645	0	0.8333333333	0.9266666667	3.1	you have to pay a federal excise tax on tires	output_paraphrases	58.08058548	0.850430592	3.6	31	0.083	36	1657	197	197
8771.182	1638811802290682038_sent_int_pegasus_88	0.9066666667	0.985	0.613	0	0.94	0.98	2.818	when you buy a tire you pay a federal excise tax	output_paraphrases	83.97451782	0.849014289	3.455	31	0.079	38	1655	198	198
8714.5	1638811802290682038_sent_int_pegasus_88	0.8333333333	0.8916666667	0.645	0	0.8333333333	0.9266666667	3.1	you have to pay a federal excise tax on tires	output_paraphrases	58.08058548	0.850430592	3.6	31	0.083	36	1657	198	198
10305.4	1638811802290682038_sent_int_pegasus_92	0.945	0.9866666667	0.72	0	0.9666666667	1	2.5	of course i do two things at the same time	output_paraphrases	30.78323555	0.803845279	3.3	25	0.091	33	1046	201	201
10296.167	1638811802290682038_sent_int_pegasus_92	0.7233333333	0.97	0.576	0	0.9033333333	0.9683333333	2.75	of course i one of those that does two things at once	input_phrase	62.53774643	0.828119307	3.5	33	0.071	42	1046	201	201
9717.778	1638811802290682038_sent_int_pegasus_94	0.9666666667	1	0.667	0	0.9266666667	0.965	3	it is okay once you get into the habit	output_paraphrases	51.84432602	0.871711276	3.333	27	0.1	30	946	202	202
9784.4	1638811802290682038_sent_int_pegasus_94	0.8583333333	0.9716666667	0.621	0	0.8833333333	0.9333333333	2.9	once you get into the habit of it it okay	input_phrase	66.38998413	0.843068643	3.2	29	0.094	32	940	202	202
10231	1638888748799503388_sent_int_pegasus_113	1	1	0.613	0	1	1	3.1	we do usually take the kids when we go there	input_phrase	76.65128326	0.796340573	3.5	31	0.086	35	3584	214	214
10219.778	1638888748799503388_sent_int_pegasus_113	1	1	0.655	0	1	1	3.222	we usually take the kids when we go there	output_paraphrases	64.37348938	0.873499817	3.667	29	0.091	33	3583	214	214
9820.5	1638888748799503388_sent_int_pegasus_116	1	1	0.581	0	1	1	2.583	on the west side of our house there was a power surge	output_paraphrases	58.16947174	0.880729543	3.5	31	0.071	42	3234	217	217
9827.25	1638888748799503388_sent_int_pegasus_116	0.9666666667	0.99	0.581	0	0.9733333333	0.9916666667	2.583	there was a power surge on the west side of the house	output_paraphrases	23.98313713	0.888007731	3.5	31	0.071	42	3236	217	217
7908.833	1638888748799503388_sent_int_pegasus_129	0.9583333333	0.8983333333	0.722	0	0.8316666667	0.8933333333	3	do you divide it in fourths	output_paraphrases	127.2721024	0.749109516	3.667	18	0.136	22	3473	223	223
8206.833	1638888748799503388_sent_int_pegasus_129	1	0.945	0.722	0	0.915	0.9366666667	3	do you split it in fourths	output_paraphrases	113.7688828	0.765713217	3.5	18	0.143	21	3478	223	223
10165.5	1638888748799503388_sent_int_pegasus_18	1	1	0.68	0	1	1	2.5	i do have to worry a whole lot about that	input_phrase	42.17543793	0.85002771	3.2	25	0.094	32	3550	229	229
10125.875	1638888748799503388_sent_int_pegasus_18	1	1	0.696	0	1	1	2.875	i have to be very worried about that	output_paraphrases	71.91069031	0.86671044	3.625	23	0.103	29	3546	229	229
8553.857	1638888748799503388_sent_int_pegasus_35	1	1	0.714	0	0.9066666667	0.9733333333	3	i got burnt out on steven king	output_paraphrases	115.1817169	0.791971927	3.429	21	0.125	24	1860	233	233
8569.857	1638888748799503388_sent_int_pegasus_35	1	1	0.762	0	0.86	0.96	3	i was burnt out on steven king	output_paraphrases	98.44284058	0.813728098	3.429	21	0.125	24	1859	233	233
9059.9	1638888748799503388_sent_int_pegasus_35	1	0.9716666667	0.621	0	0.9166666667	0.9333333333	2.9	i kind of got burnt out on steven king though	input_phrase	68.42218018	0.812255883	3.6	29	0.083	36	1859	234	234
8569.857	1638888748799503388_sent_int_pegasus_35	1	1	0.762	0	0.86	0.96	3	i was burnt out on steven king	output_paraphrases	98.44284058	0.813728098	3.429	21	0.125	24	1859	234	234
10217.875	1638888748799503388_sent_int_pegasus_39	0.9666666667	0.9916666667	0.762	0	0.96	1	2.625	i expect it to be a good year	output_paraphrases	32.60111237	0.819670277	2.75	21	0.136	22	2694	235	235
10282.1	1638888748799503388_sent_int_pegasus_39	0.875	0.96	0.68	0	0.8666666667	0.965	2.5	i look for it to be a pretty good year	input_phrase	43.37818146	0.834452979	2.9	25	0.103	29	2688	235	235
9801.8	1638888748799503388_sent_int_pegasus_41	1	1	0.5	0	1	1	3.6	i believe he can raise taxes and still be elected	output_paraphrases	89.75075531	0.768703958	4	36	0.075	40	1821	238	238
9795.1	1638888748799503388_sent_int_pegasus_41	0.9666666667	0.995	0.514	0	0.9833333333	1	3.7	i believe he can raise taxes and still get elected	output_paraphrases	83.28876495	0.783472227	4.1	37	0.073	41	1816	238	238
9795.1	1638888748799503388_sent_int_pegasus_41	0.9666666667	0.995	0.514	0	0.9833333333	1	3.7	i believe he can raise taxes and still get elected	output_paraphrases	83.28876495	0.783472227	4.1	37	0.073	41	1816	240	240
9834.636	1638888748799503388_sent_int_pegasus_41	0.9	0.9283333333	0.5	0	0.91	0.9383333333	4	i think he can probably raise taxes and still get elected	input_phrase	76.73410797	0.842554089	4.273	44	0.064	47	1816	240	240
9341.25	1638888748799503388_sent_int_pegasus_53	1	1	0.727	0	1	1	2.75	i was too lazy to do that walking	output_paraphrases	76.10055542	0.778195756	3.25	22	0.115	26	2587	246	246
9494.667	1638888748799503388_sent_int_pegasus_53	0.9583333333	0.9916666667	0.591	0	0.9633333333	0.9866666667	2.444	i was too lazy to walk all that way	output_paraphrases	31.99700165	0.782883053	3	22	0.111	27	2590	246	246
9637.75	1638888748799503388_sent_int_pegasus_7	0.9066666667	0.96	0.6	0	0.905	0.96	3.75	every team hopes their current quarterback is going to pull them through	input_phrase	107.4422836	0.851625886	5.083	45	0.049	61	2728	253	253
9567.636	1638888748799503388_sent_int_pegasus_7	0.8866666667	0.9383333333	0.581	0	0.865	0.94	3.909	every team is hoping their current quarterback will pull them through	output_paraphrases	181.214386	0.815841057	5.364	43	0.051	59	2731	253	253
8274.286	1638888748799503388_sent_int_pegasus_71	0.945	0.9883333333	0.621	0	0.9766666667	0.99	4.143	all our paper and cardboard is recycled	output_paraphrases	151.9111633	0.797105974	4.714	29	0.091	33	1964	257	257
8017.571	1638888748799503388_sent_int_pegasus_71	1	1	0.607	0	1	1	4	we recycle all our paper and cardboard	output_paraphrases	75.67785645	0.802020012	4.571	28	0.094	32	1970	257	257
10174	1638888748799503388_sent_int_pegasus_77	1	1	0.71	0	1	1	3.1	some of them turned out to be pretty good players	input_phrase	21.37607956	0.911967601	4	31	0.075	40	2703	259	259
10213	1638888748799503388_sent_int_pegasus_77	1	1	0.773	0	1	1	3.143	some of them were very good players	output_paraphrases	41.94866562	0.861653163	4.143	22	0.103	29	2702	259	259
10054.8	28	1	1	0.731	0	1	1	2.6	i do blame it on the teachers in the school	input_phrase	40.95281982	0.8377671546	3.4	26	0.088	34	555	270	270
9979.125	28	1	1	0.783	0	1	1	2.875	the teachers in the school are to blame	output_paraphrases	51.04496002	0.8227819358	4	23	0.094	32	564	270	270
9737.4	32	1	1	0.741	0	0.9166666667	0.95	2.7	i do like going to see them in the theaters	input_phrase	52.08724976	0.7902674423	3.4	27	0.088	34	655	271	271
9095	32	1	1	0.727	0	0.86	0.93	3.143	i enjoy seeing them in the theaters	output_paraphrases	119.7534637	0.7652540553	4.143	22	0.103	29	655	271	271
9737.4	32	1	1	0.741	0	0.9166666667	0.95	2.7	i do like going to see them in the theaters	input_phrase	52.08724976	0.7902674423	3.4	27	0.088	34	655	272	272
9480.714	32	1	1	0.842	0	0.8833333333	0.9333333333	2.714	i like to see them in theaters	output_paraphrases	60.36920547	0.8133545148	3.429	19	0.125	24	661	272	272
9095	32	1	1	0.727	0	0.86	0.93	3.143	i enjoy seeing them in the theaters	output_paraphrases	119.7534637	0.7652540553	4.143	22	0.103	29	655	273	273
9480.714	32	1	1	0.842	0	0.8833333333	0.9333333333	2.714	i like to see them in theaters	output_paraphrases	60.36920547	0.8133545148	3.429	19	0.125	24	661	273	273
10092.7	4	0.835	0.9633333333	0.714	0	0.9166666667	0.9683333333	2.8	and try to fill our day with things like that	input_phrase	85.80443573	0.8730044204	3.6	28	0.083	36	106	275	275
10086	4	0.945	0.98	0.76	0	0.9816666667	0.9816666667	2.778	we should fill our day with things like that	output_paraphrases	80.63214111	0.822903007	4	25	0.083	36	111	275	275
10246.231	40	1	0.9766666667	0.5	0	0.8716666667	0.86	2.923	i have two children a seven year old and a three year old	output_paraphrases	23.92366409	0.8221926013	3.462	38	0.067	45	845	279	279
10180.5	40	1	1	0.692	0	0.8333333333	0.78	3.25	my kids are seven and three years old	output_paraphrases	28.24177933	0.7569298591	3.75	26	0.1	30	853	279	279
10213	42	1	1	0.762	0	1	1	3.5	a few companies have done that	output_paraphrases	96.42588806	0.8656366087	4.167	21	0.12	25	874	281	281
10234.5	42	0.8333333333	0.8533333333	0.515	0	0.8333333333	0.8683333333	3.3	there are a couple of companies that have done that	output_paraphrases	21.66159821	0.842652942	4.2	33	0.071	42	881	281	281
10058.545	54	0.8066666667	0.8216666667	0.5	0	0.745	0.6933333333	3.273	if you put six percent they match up to six percent	input_phrase	147.5434265	0.879906777	3.727	36	0.073	41	1286	284	284
10081.25	54	0.78	0.8966666667	0.513	0	0.7783333333	0.81	3.25	they will match up to six percent if you put six percent	output_paraphrases	120.133461	0.8570644435	3.75	39	0.067	45	1291	284	284
10296.5	70	1	1	0.76	0	1	1	3.125	every year she was in a different home	output_paraphrases	113.9448395	0.8225134395	3.875	25	0.097	31	1838	290	290
9954.333	70	1	1	0.588	0	1	1	3.778	she ended up living in different homes every year	output_paraphrases	109.4266891	0.8355466259	4.556	34	0.073	41	1839	290	290
10140.4	70	1	1	0.576	0	1	1	3.3	she ended up being in a different home every year	input_phrase	66.51229095	0.8152576774	4	33	0.075	40	1838	291	291
9954.333	70	1	1	0.588	0	1	1	3.778	she ended up living in different homes every year	output_paraphrases	109.4266891	0.8355466259	4.556	34	0.073	41	1839	291	291
10163.1	78	1	0.98	0.686	0	0.9333333333	0.94	3.5	i was watching the television for the first three days	output_paraphrases	70.69725037	0.8279474314	4.5	35	0.067	45	2055	293	293
9375.5	78	1	1	0.697	0	0.9666666667	0.96	3.3	the first three days i was glued to the television	input_phrase	49.34033585	0.8297355207	4.1	33	0.073	41	2055	293	293
10237.778	82	0.4666666667	0.9933333333	0.652	0	0.67	0.9266666667	2.556	kids are in a day care center all day	output_paraphrases	43.86544037	0.8376787498	3.222	23	0.103	29	2165	295	295
10267	82	0.6666666667	1	0.621	0	0.8333333333	0.95	2.9	these children are in a day care center all day	output_paraphrases	45.74023056	0.8206181221	3.8	29	0.079	38	2171	295	295
10267	82	0.6666666667	1	0.621	0	0.8333333333	0.95	2.9	these children are in a day care center all day	output_paraphrases	45.74023056	0.8206181221	3.8	29	0.079	38	2171	297	297
10251.455	82	0.5666666667	1	0.6	0	0.79	0.9533333333	2.727	these kids are just in a day care center all day	input_phrase	44.06948471	0.8450831199	3.455	30	0.079	38	2165	297	297
10326	98	1	0.985	0.562	0	0.9866666667	0.9833333333	2.667	this is the first year that we have done it this way	output_paraphrases	18.34368324	0.8456486756	3.417	32	0.073	41	2360	298	298
10317.3	98	0.9333333333	1	0.577	0	0.9666666667	1	2.6	this is the first year we done it this way	input_phrase	36.59333801	0.859275251	3.3	26	0.091	33	2360	298	298
10090.7	10	1	0.995	0.677	1	0.9833333333	0.995	3.1	do you find it hard to keep the tax records	output_paraphrases	61.41533661	0.7225062037	3.4	31	0.088	34	275	302	302
9545.111	10	1	0.99	0.579	1	0.9633333333	0.9933333333	4.222	do you have difficulty keeping the records for taxes	output_paraphrases	207.2904053	0.7447416069	4.889	38	0.068	44	277	302	302
9371.727	110	0.6916666667	0.86	0.556	1	0.7883333333	0.8483333333	3.273	disburse the money to me is what she would probably do	output_paraphrases	124.4194412	0.7155926448	4	36	0.068	44	2505	304	304
10281.5	110	1	1	0.613	1	1	1	3.1	she is probably going to give the money to me	output_paraphrases	31.49461174	0.7332731379	3.6	31	0.083	36	2507	304	304
9371.727	110	0.6916666667	0.86	0.556	1	0.7883333333	0.8483333333	3.273	disburse the money to me is what she would probably do	output_paraphrases	124.4194412	0.7155926448	4	36	0.068	44	2505	305	305
9371.727	110	0.8316666667	0.9266666667	0.556	1	0.835	0.915	3.273	what she probably would do is disburse the money to me	input_phrase	64.84448242	0.6994042184	4	36	0.068	44	2505	305	305
10281.5	110	1	1	0.613	1	1	1	3.1	she is probably going to give the money to me	output_paraphrases	31.49461174	0.7332731379	3.6	31	0.083	36	2507	306	306
9371.727	110	0.8316666667	0.9266666667	0.556	1	0.835	0.915	3.273	what she probably would do is disburse the money to me	input_phrase	64.84448242	0.6994042184	4	36	0.068	44	2505	306	306
9207.455	118	0.9166666667	0.8533333333	0.75	1	0.88	0.845	2.909	the best golf i have ever seen is your shitty one	output_paraphrases	429.8773499	0.7042976439	3.545	32	0.077	39	2635	308	308
8997.273	118	0.7916666667	0.93	0.579	1	0.895	0.9283333333	3.455	your shitty golf is probably the best golf i ever seen	input_phrase	190.6769867	0.7354206562	4	38	0.068	44	2635	308	308
9980.3	1638807207592803212_sent_int_pegasus_10	0.945	0.9016666667	0.59	1	0.8666666667	0.9216666667	3.9	because we both originally from this part of the country	input_phrase	56.68485641	0.75887552	4.7	39	0.064	47	655	310	310
10214.7	1638807207592803212_sent_int_pegasus_10	1	1	0.6	1	1	1	3	we were both born in this part of the country	output_paraphrases	19.95479012	0.726918225	3.6	30	0.083	36	652	310	310
10214.7	1638807207592803212_sent_int_pegasus_10	1	1	0.6	1	1	1	3	we were both born in this part of the country	output_paraphrases	19.95479012	0.726918225	3.6	30	0.083	36	652	312	312
9984.5	1638807207592803212_sent_int_pegasus_10	1	1	0.583	1	1	1	3.6	we were both originally from this part of the country	output_paraphrases	30.58767319	0.70524703	4.4	36	0.068	44	655	312	312
10253.556	1638807207592803212_sent_int_pegasus_106	0.9333333333	0.9666666667	0.655	1	0.9266666667	0.975	3.222	you have to do this because it is necessary	output_paraphrases	41.89529037	0.761328271	3.889	29	0.086	35	594	313	313
10268.7	1638807207592803212_sent_int_pegasus_106	0.695	0.9116666667	0.5	1	0.85	0.8916666667	2.8	you need do this because it needs to be done	input_phrase	55.7922821	0.711336094	3.5	28	0.086	35	592	313	313
10253.556	1638807207592803212_sent_int_pegasus_106	0.9333333333	0.9666666667	0.655	1	0.9266666667	0.975	3.222	you have to do this because it is necessary	output_paraphrases	41.89529037	0.761328271	3.889	29	0.086	35	594	314	314
10212.5	1638807207592803212_sent_int_pegasus_106	1	0.9933333333	0.571	1	0.98	1	3.5	you need to do this because its necessary	output_paraphrases	84.1421814	0.716948758	4.25	28	0.088	34	592	314	314
10268.7	1638807207592803212_sent_int_pegasus_106	0.695	0.9116666667	0.5	1	0.85	0.8916666667	2.8	you need do this because it needs to be done	input_phrase	55.7922821	0.711336094	3.5	28	0.086	35	592	315	315
10212.5	1638807207592803212_sent_int_pegasus_106	1	0.9933333333	0.571	1	0.98	1	3.5	you need to do this because its necessary	output_paraphrases	84.1421814	0.716948758	4.25	28	0.088	34	592	315	315
10211.182	1638807207592803212_sent_int_pegasus_17	0.8333333333	0.905	0.714	1	0.865	0.9333333333	2.545	he been the best dog i ever had in my life	input_phrase	28.36993599	0.780988353	2.909	28	0.094	32	146	316	316
9908.333	1638807207592803212_sent_int_pegasus_17	0.8333333333	0.95	0.826	1	0.9083333333	0.9566666667	2.556	he is the best dog i have ever owned	output_paraphrases	21.66183472	0.773784444	3.111	23	0.107	28	149	316	316
10211.182	1638807207592803212_sent_int_pegasus_17	0.8333333333	0.905	0.714	1	0.865	0.9333333333	2.545	he been the best dog i ever had in my life	input_phrase	28.36993599	0.780988353	2.909	28	0.094	32	146	317	317
10182.714	1638807207592803212_sent_int_pegasus_17	0.9666666667	1	0.889	1	0.9766666667	1	2.571	he was the best dog i had	output_paraphrases	72.33879852	0.772067485	2.714	18	0.158	19	146	317	317
9535.583	1638807207592803212_sent_int_pegasus_25	0.9716666667	0.9816666667	0.657	1	0.9583333333	0.985	2.917	i do think switching back and forth is that big a deal	input_phrase	51.5428772	0.686411647	3.583	35	0.07	43	999	319	319
9853.25	1638807207592803212_sent_int_pegasus_25	1	1	0.688	1	1	1	2.667	i think it is a big deal to switch back and forth	output_paraphrases	35.04734039	0.724933959	3.167	32	0.079	38	1000	319	319
8426.375	1638807207592803212_sent_int_pegasus_36	0.6666666667	0.825	0.682	1	0.7916666667	0.8833333333	2.75	i didnt dig it out to make sure	output_paraphrases	164.2774506	0.728151344	3	22	0.125	24	824	324	324
9250	1638807207592803212_sent_int_pegasus_36	1	0.9816666667	0.75	1	0.9833333333	0.985	2.8	i never bothered to dig it out and make sure	input_phrase	67.58264923	0.776844627	3.5	28	0.086	35	824	324	324
10317.273	1638807207592803212_sent_int_pegasus_39	1	0.9683333333	0.63	1	0.97	0.96	2.455	i believe that would be a great way to do it	output_paraphrases	17.45201111	0.689705543	3.091	27	0.088	34	358	328	328
10344.727	1638807207592803212_sent_int_pegasus_39	1	1	0.68	1	1	1	2.273	i think that would be a good way to do it	output_paraphrases	11.93290615	0.714843888	2.818	25	0.097	31	363	328	328
10317.273	1638807207592803212_sent_int_pegasus_39	1	0.9683333333	0.63	1	0.97	0.96	2.455	i believe that would be a great way to do it	output_paraphrases	17.45201111	0.689705543	3.091	27	0.088	34	358	329	329
10212.818	1638807207592803212_sent_int_pegasus_39	0.9716666667	0.99	0.667	1	0.97	0.99	2.727	i think that would be a wonderful way to do it	input_phrase	20.2320118	0.762168524	3.273	30	0.083	36	358	329	329
10344.727	1638807207592803212_sent_int_pegasus_39	1	1	0.68	1	1	1	2.273	i think that would be a good way to do it	output_paraphrases	11.93290615	0.714843888	2.818	25	0.097	31	363	330	330
10212.818	1638807207592803212_sent_int_pegasus_39	0.9716666667	0.99	0.667	1	0.97	0.99	2.727	i think that would be a wonderful way to do it	input_phrase	20.2320118	0.762168524	3.273	30	0.083	36	358	330	330
9690.5	1638807207592803212_sent_int_pegasus_51	0.725	0.72	0.562	1	0.55	0.75	3.2	in day cares and in mother day out programs and	input_phrase	859.6112061	0.704512512	3.8	32	0.079	38	551	333	333
9517.625	1638807207592803212_sent_int_pegasus_51	0.8333333333	0.8583333333	0.667	1	0.6433333333	0.855	3.375	in mother day out programs and day cares	output_paraphrases	1223.793457	0.837754444	4.125	27	0.091	33	551	333	333
9930.1	1638807207592803212_sent_int_pegasus_60	0.8	0.92	0.733	1	0.8666666667	0.865	3	it was a very close game and hard fought game	input_phrase	37.11807251	0.716733054	3.6	30	0.083	36	1478	336	336
9866.125	1638807207592803212_sent_int_pegasus_60	0.6683333333	0.7683333333	0.846	1	0.7083333333	0.7333333333	3.25	the game was very close and hard fought	output_paraphrases	57.57926941	0.741314728	4	26	0.094	32	1478	336	336
9161.4	1638807207592803212_sent_int_pegasus_65	0.9166666667	0.9433333333	0.6	1	0.95	0.9516666667	3.5	maybe we ought to just start carving in stone again	input_phrase	82.59593201	0.730098093	4.2	35	0.071	42	279	340	340
9094.625	1638807207592803212_sent_int_pegasus_65	1	0.9783333333	0.7	1	0.98	0.9766666667	3.75	maybe we should start carving in stone again	output_paraphrases	77.5072403	0.814827379	4.625	30	0.081	37	281	340	340
8143.75	1638807207592803212_sent_int_pegasus_73	0.945	0.9733333333	0.633	1	0.9166666667	0.965	3.75	a simple stroll with my wife is enjoyable	output_paraphrases	279.431366	0.716767762	4.25	30	0.088	34	754	350	350
9470.25	1638807207592803212_sent_int_pegasus_73	1	0.9833333333	0.571	1	0.9716666667	0.9866666667	3.5	something as simple as a walk with my wife is very enjoyable	input_phrase	73.61793518	0.666668547	4.083	42	0.061	49	754	350	350
9872.375	1638807207592803212_sent_int_pegasus_87	1	0.985	0.87	1	0.98	0.9933333333	2.875	they ask if you want bags or paper	output_paraphrases	108.5220718	0.74871549	3.375	23	0.111	27	264	356	356
9997.2	1638807207592803212_sent_int_pegasus_87	0.9166666667	0.9883333333	0.679	1	0.95	0.99	2.8	they want to know if you want bags or paper	output_paraphrases	83.32010651	0.72239284	3.4	28	0.088	34	262	356	356
10081.583	1638807207592803212_sent_int_pegasus_88	0.8133333333	0.95	0.656	1	0.8616666667	0.975	2.667	they lie to us because we do want to hear the truth	input_phrase	39.98137283	0.786637593	3.333	32	0.075	40	12	359	359
10062.273	1638807207592803212_sent_int_pegasus_88	0.9766666667	0.9766666667	0.593	1	0.955	0.98	2.455	we want to hear the truth so they lie to us	output_paraphrases	41.39926147	0.722483063	3	27	0.091	33	14	359	359
9977.818	1638807207592803212_sent_int_pegasus_89	1	0.99	0.514	1	0.97	0.9933333333	3.182	they are more of a football team than a basketball team	output_paraphrases	18.04919243	0.654194133	4.091	35	0.067	45	1450	363	363
9976.455	1638807207592803212_sent_int_pegasus_89	0.6116666667	0.7733333333	0.5	1	0.6533333333	0.765	3.273	they more of a football team than they are basketball team	input_phrase	26.400877	0.641884006	4.364	36	0.062	48	1450	363	363
10214.917	1638807207592803212_sent_int_pegasus_91	1	1	0.579	1	1	1	3.167	they talk about women leaving the home and going out to work	input_phrase	54.94899368	0.728814558	4.083	38	0.061	49	526	366	366
10204	1638807207592803212_sent_int_pegasus_91	1	1	0.611	1	1	1	3.273	they talk about women leaving the home and going to work	output_paraphrases	44.975914	0.806902136	4.182	36	0.065	46	521	366	366
9230.3	1638807207592803212_sent_int_pegasus_96	0.8866666667	0.9916666667	0.558	1	0.9333333333	0.9966666667	4.3	we got to learn to manage without destroying the environment	input_phrase	110.6497574	0.712650668	5.1	43	0.059	51	1174	368	368
9216.6	1638807207592803212_sent_int_pegasus_96	0.9716666667	0.9966666667	0.476	1	0.9833333333	0.9966666667	4.2	we need to learn to manage without damaging the environment	output_paraphrases	87.46199036	0.678306345	5	42	0.06	50	1178	368	368
9523.8	1638809241874093187_sent_int_pegasus_104	1	0.9866666667	0.575	1	0.9666666667	0.9883333333	4	we had visited relatives in virginia not too long ago	input_phrase	88.85070801	0.71676885	4.4	40	0.068	44	1593	375	375
8941.5	1638809241874093187_sent_int_pegasus_104	0.945	0.99	0.471	1	0.9716666667	0.995	5.667	we visited relatives in virginia recently	output_paraphrases	397.5996094	0.675352258	6	34	0.083	36	1593	375	375
10118	1638809241874093187_sent_int_pegasus_108	0.8333333333	0.9866666667	0.577	1	0.9766666667	0.9833333333	3.714	what are some of the biggest problems	output_paraphrases	35.43714142	0.839654399	4.429	26	0.097	31	2746	376	376
10216.9	1638809241874093187_sent_int_pegasus_108	0.9583333333	0.9783333333	0.667	1	0.9666666667	0.9766666667	3	what do you feel are some of the main problems	input_phrase	28.75633621	0.663951474	3.7	30	0.081	37	2745	376	376
10118	1638809241874093187_sent_int_pegasus_108	0.8333333333	0.9866666667	0.577	1	0.9766666667	0.9833333333	3.714	what are some of the biggest problems	output_paraphrases	35.43714142	0.839654399	4.429	26	0.097	31	2746	377	377
10207.25	1638809241874093187_sent_int_pegasus_108	0.8333333333	0.8833333333	0.769	1	0.8333333333	0.8816666667	3.25	what do you think are the main problems	output_paraphrases	29.07055855	0.71026564	4	26	0.094	32	2745	377	377
10216.9	1638809241874093187_sent_int_pegasus_108	0.9583333333	0.9783333333	0.667	1	0.9666666667	0.9766666667	3	what do you feel are some of the main problems	input_phrase	28.75633621	0.663951474	3.7	30	0.081	37	2745	378	378
10207.25	1638809241874093187_sent_int_pegasus_108	0.8333333333	0.8833333333	0.769	1	0.8333333333	0.8816666667	3.25	what do you think are the main problems	output_paraphrases	29.07055855	0.71026564	4	26	0.094	32	2745	378	378
7633.455	1638809241874093187_sent_int_pegasus_18	0.9166666667	0.8816666667	0.545	1	0.865	0.9116666667	4	have you crocheted or knitted any baby clothes or baby blankets	input_phrase	58.07574081	0.690538043	4.818	44	0.057	53	2893	383	383
9027.143	1638809241874093187_sent_int_pegasus_18	0.7783333333	0.845	0.778	1	0.8083333333	0.8283333333	3.857	have you made baby clothes or blankets	output_paraphrases	301.4054871	0.721407356	4.571	27	0.094	32	2892	383	383
10098.7	1638809241874093187_sent_int_pegasus_22	1	1	0.667	1	1	1	2.4	i do have to get cash out of the bank	input_phrase	37.41346741	0.819606093	2.8	24	0.107	28	1974	385	385
10246.556	1638809241874093187_sent_int_pegasus_22	0.9583333333	0.9783333333	0.739	1	0.9633333333	0.9766666667	2.556	i have to get money out of the bank	output_paraphrases	34.08463669	0.861485953	3	23	0.111	27	1974	385	385
