mean_wordRank	placeholder1	KWORD	PhER	per_uniq_phonemes	Noise_ID	WER	ChER	mean_nPhonemes	Short Utterance	placeholder3	ppl	STOI	mean_nChars	ph_len	per_uniq_chars	total_nChars	placeholder2	paraphrase_pair_id	exact_paraphrase_pid
10331.5	1638888748799503388_sent_int_pegasus_39	1	1	0.857	0	1	1	2.333	it will be a good year	output_paraphrases	25.83231544	0.79282964	2.833	14	0.176	17	2688	237	237
9801.8	1638888748799503388_sent_int_pegasus_41	1	1	0.5	0	1	1	3.6	i believe he can raise taxes and still be elected	output_paraphrases	89.75075531	0.768703958	4	36	0.075	40	1821	238	238
9795.1	1638888748799503388_sent_int_pegasus_41	0.9666666667	0.995	0.514	0	0.9833333333	1	3.7	i believe he can raise taxes and still get elected	output_paraphrases	83.28876495	0.783472227	4.1	37	0.073	41	1816	238	238
9801.8	1638888748799503388_sent_int_pegasus_41	1	1	0.5	0	1	1	3.6	i believe he can raise taxes and still be elected	output_paraphrases	89.75075531	0.768703958	4	36	0.075	40	1821	239	239
9834.636	1638888748799503388_sent_int_pegasus_41	0.9	0.9283333333	0.5	0	0.91	0.9383333333	4	i think he can probably raise taxes and still get elected	input_phrase	76.73410797	0.842554089	4.273	44	0.064	47	1816	239	239
9795.1	1638888748799503388_sent_int_pegasus_41	0.9666666667	0.995	0.514	0	0.9833333333	1	3.7	i believe he can raise taxes and still get elected	output_paraphrases	83.28876495	0.783472227	4.1	37	0.073	41	1816	240	240
9834.636	1638888748799503388_sent_int_pegasus_41	0.9	0.9283333333	0.5	0	0.91	0.9383333333	4	i think he can probably raise taxes and still get elected	input_phrase	76.73410797	0.842554089	4.273	44	0.064	47	1816	240	240
10026.889	1638888748799503388_sent_int_pegasus_45	1	1	0.714	0	1	1	3.111	i think we collected a lot over the years	output_paraphrases	78.41937256	0.807609712	3.667	28	0.091	33	2545	241	241
10012.818	1638888748799503388_sent_int_pegasus_45	0.9583333333	0.875	0.686	0	0.805	0.8716666667	3.182	i think we collected stuff off and on over the years	input_phrase	116.9865799	0.82912823	3.818	35	0.071	42	2546	241	241
9578.25	1638888748799503388_sent_int_pegasus_53	0.9666666667	0.9816666667	0.6	0	0.9583333333	0.98	2.917	i was just too lazy that trip to do all that walking	input_phrase	98.32283783	0.852453112	3.417	35	0.073	41	2587	244	244
9341.25	1638888748799503388_sent_int_pegasus_53	1	1	0.727	0	1	1	2.75	i was too lazy to do that walking	output_paraphrases	76.10055542	0.778195756	3.25	22	0.115	26	2587	244	244
9578.25	1638888748799503388_sent_int_pegasus_53	0.9666666667	0.9816666667	0.6	0	0.9583333333	0.98	2.917	i was just too lazy that trip to do all that walking	input_phrase	98.32283783	0.852453112	3.417	35	0.073	41	2587	245	245
9494.667	1638888748799503388_sent_int_pegasus_53	0.9583333333	0.9916666667	0.591	0	0.9633333333	0.9866666667	2.444	i was too lazy to walk all that way	output_paraphrases	31.99700165	0.782883053	3	22	0.111	27	2590	245	245
9341.25	1638888748799503388_sent_int_pegasus_53	1	1	0.727	0	1	1	2.75	i was too lazy to do that walking	output_paraphrases	76.10055542	0.778195756	3.25	22	0.115	26	2587	246	246
9494.667	1638888748799503388_sent_int_pegasus_53	0.9583333333	0.9916666667	0.591	0	0.9633333333	0.9866666667	2.444	i was too lazy to walk all that way	output_paraphrases	31.99700165	0.782883053	3	22	0.111	27	2590	246	246
9499	1638888748799503388_sent_int_pegasus_62	1	0.98	0.529	0	0.955	0.9783333333	3.091	it kind of reminds me of my roots of growing up	input_phrase	32.46576691	0.818510034	3.364	34	0.081	37	2073	247	247
7948	1638888748799503388_sent_int_pegasus_62	1	1	0.609	0	1	1	3.833	it reminds me of my upbringing	output_paraphrases	69.8679657	0.857538476	4.167	23	0.12	25	2073	247	247
9499	1638888748799503388_sent_int_pegasus_62	1	0.98	0.529	0	0.955	0.9783333333	3.091	it kind of reminds me of my roots of growing up	input_phrase	32.46576691	0.818510034	3.364	34	0.081	37	2073	248	248
9712.444	1638888748799503388_sent_int_pegasus_62	1	0.9933333333	0.64	0	0.9816666667	1	2.778	it reminds me of when i was a child	output_paraphrases	21.89418221	0.824467021	3	25	0.111	27	2079	248	248
9816.75	1638888748799503388_sent_int_pegasus_68	1	0.9533333333	0.682	0	0.9383333333	0.945	2.75	because we eat out five nights a week	output_paraphrases	65.32228088	0.858113577	3.75	22	0.1	30	3570	251	251
9735	1638888748799503388_sent_int_pegasus_68	1	1	0.6	0	0.98	0.9783333333	3.125	we usually eat out five nights a week	output_paraphrases	66.24508667	0.842789257	3.75	25	0.1	30	3565	251	251
9813.7	1638888748799503388_sent_int_pegasus_68	0.835	0.9133333333	0.583	0	0.8666666667	0.9133333333	3.6	just because we eating out probably five nights a week	input_phrase	188.7446594	0.876460407	4.5	36	0.067	45	3565	252	252
9735	1638888748799503388_sent_int_pegasus_68	1	1	0.6	0	0.98	0.9783333333	3.125	we usually eat out five nights a week	output_paraphrases	66.24508667	0.842789257	3.75	25	0.1	30	3565	252	252
9637.75	1638888748799503388_sent_int_pegasus_7	0.9066666667	0.96	0.6	0	0.905	0.96	3.75	every team hopes their current quarterback is going to pull them through	input_phrase	107.4422836	0.851625886	5.083	45	0.049	61	2728	253	253
9567.636	1638888748799503388_sent_int_pegasus_7	0.8866666667	0.9383333333	0.581	0	0.865	0.94	3.909	every team is hoping their current quarterback will pull them through	output_paraphrases	181.214386	0.815841057	5.364	43	0.051	59	2731	253	253
9637.75	1638888748799503388_sent_int_pegasus_7	0.9066666667	0.96	0.6	0	0.905	0.96	3.75	every team hopes their current quarterback is going to pull them through	input_phrase	107.4422836	0.851625886	5.083	45	0.049	61	2728	254	254
9657.1	1638888748799503388_sent_int_pegasus_7	0.9	0.9883333333	0.55	0	0.9333333333	0.9816666667	4	every team wants their current quarterback to pull them through	output_paraphrases	237.9161072	0.819085727	5.4	40	0.056	54	2728	254	254
9567.636	1638888748799503388_sent_int_pegasus_7	0.8866666667	0.9383333333	0.581	0	0.865	0.94	3.909	every team is hoping their current quarterback will pull them through	output_paraphrases	181.214386	0.815841057	5.364	43	0.051	59	2731	255	255
9657.1	1638888748799503388_sent_int_pegasus_7	0.9	0.9883333333	0.55	0	0.9333333333	0.9816666667	4	every team wants their current quarterback to pull them through	output_paraphrases	237.9161072	0.819085727	5.4	40	0.056	54	2728	255	255
8274.286	1638888748799503388_sent_int_pegasus_71	0.945	0.9883333333	0.621	0	0.9766666667	0.99	4.143	all our paper and cardboard is recycled	output_paraphrases	151.9111633	0.797105974	4.714	29	0.091	33	1964	257	257
8017.571	1638888748799503388_sent_int_pegasus_71	1	1	0.607	0	1	1	4	we recycle all our paper and cardboard	output_paraphrases	75.67785645	0.802020012	4.571	28	0.094	32	1970	257	257
8634.5	1638888748799503388_sent_int_pegasus_71	1	0.9916666667	0.525	0	0.9833333333	0.9883333333	4	now we recycle all our computer paper and our cardboard	input_phrase	353.3718262	0.817380497	4.6	40	0.065	46	1970	258	258
8017.571	1638888748799503388_sent_int_pegasus_71	1	1	0.607	0	1	1	4	we recycle all our paper and cardboard	output_paraphrases	75.67785645	0.802020012	4.571	28	0.094	32	1970	258	258
10174	1638888748799503388_sent_int_pegasus_77	1	1	0.71	0	1	1	3.1	some of them turned out to be pretty good players	input_phrase	21.37607956	0.911967601	4	31	0.075	40	2703	259	259
10213	1638888748799503388_sent_int_pegasus_77	1	1	0.773	0	1	1	3.143	some of them were very good players	output_paraphrases	41.94866562	0.861653163	4.143	22	0.103	29	2702	259	259
10217.4	1638888748799503388_sent_int_pegasus_83	1	0.9933333333	0.654	0	0.9833333333	1	2.6	its nice to know we were doing the same thing	output_paraphrases	36.22060776	0.809271791	3.6	26	0.083	36	1904	262	262
10233	1638888748799503388_sent_int_pegasus_83	0.9	0.9516666667	0.686	0	0.9183333333	0.9733333333	2.917	that really nice to know because we were doing the same thing	input_phrase	37.35240555	0.83616708	4.167	35	0.06	50	1898	262	262
9324.6	2	1	0.9816666667	0.541	0	0.9666666667	0.9833333333	3.7	and then paid for the expenses out of that envelope	input_phrase	172.7387085	0.8773562183	4.2	37	0.071	42	86	265	265
9069.5	2	1	0.995	0.645	0	0.98	0.99	3.875	paid for the expenses out of that envelope	output_paraphrases	162.9611053	0.8705462849	4.375	31	0.086	35	86	265	265
10054.8	28	1	1	0.731	0	1	1	2.6	i do blame it on the teachers in the school	input_phrase	40.95281982	0.8377671546	3.4	26	0.088	34	555	270	270
9979.125	28	1	1	0.783	0	1	1	2.875	the teachers in the school are to blame	output_paraphrases	51.04496002	0.8227819358	4	23	0.094	32	564	270	270
9737.4	32	1	1	0.741	0	0.9166666667	0.95	2.7	i do like going to see them in the theaters	input_phrase	52.08724976	0.7902674423	3.4	27	0.088	34	655	271	271
9095	32	1	1	0.727	0	0.86	0.93	3.143	i enjoy seeing them in the theaters	output_paraphrases	119.7534637	0.7652540553	4.143	22	0.103	29	655	271	271
9737.4	32	1	1	0.741	0	0.9166666667	0.95	2.7	i do like going to see them in the theaters	input_phrase	52.08724976	0.7902674423	3.4	27	0.088	34	655	272	272
9480.714	32	1	1	0.842	0	0.8833333333	0.9333333333	2.714	i like to see them in theaters	output_paraphrases	60.36920547	0.8133545148	3.429	19	0.125	24	661	272	272
9095	32	1	1	0.727	0	0.86	0.93	3.143	i enjoy seeing them in the theaters	output_paraphrases	119.7534637	0.7652540553	4.143	22	0.103	29	655	273	273
9480.714	32	1	1	0.842	0	0.8833333333	0.9333333333	2.714	i like to see them in theaters	output_paraphrases	60.36920547	0.8133545148	3.429	19	0.125	24	661	273	273
10092.7	4	0.835	0.9633333333	0.714	0	0.9166666667	0.9683333333	2.8	and try to fill our day with things like that	input_phrase	85.80443573	0.8730044204	3.6	28	0.083	36	106	274	274
9998.286	4	1	1	0.778	0	1	1	2.571	try to fill our day with that	output_paraphrases	203.8178864	0.8724053082	3.286	18	0.13	23	106	274	274
10092.7	4	0.835	0.9633333333	0.714	0	0.9166666667	0.9683333333	2.8	and try to fill our day with things like that	input_phrase	85.80443573	0.8730044204	3.6	28	0.083	36	106	275	275
10086	4	0.945	0.98	0.76	0	0.9816666667	0.9816666667	2.778	we should fill our day with things like that	output_paraphrases	80.63214111	0.822903007	4	25	0.083	36	111	275	275
10243.455	40	1	1	0.552	0	0.94	0.9033333333	2.636	i have a seven year old and a three year old	input_phrase	18.97444916	0.7931086464	3.091	29	0.088	34	845	277	277
10246.231	40	1	0.9766666667	0.5	0	0.8716666667	0.86	2.923	i have two children a seven year old and a three year old	output_paraphrases	23.92366409	0.8221926013	3.462	38	0.067	45	845	277	277
10243.455	40	1	1	0.552	0	0.94	0.9033333333	2.636	i have a seven year old and a three year old	input_phrase	18.97444916	0.7931086464	3.091	29	0.088	34	845	278	278
10180.5	40	1	1	0.692	0	0.8333333333	0.78	3.25	my kids are seven and three years old	output_paraphrases	28.24177933	0.7569298591	3.75	26	0.1	30	853	278	278
10246.231	40	1	0.9766666667	0.5	0	0.8716666667	0.86	2.923	i have two children a seven year old and a three year old	output_paraphrases	23.92366409	0.8221926013	3.462	38	0.067	45	845	279	279
10180.5	40	1	1	0.692	0	0.8333333333	0.78	3.25	my kids are seven and three years old	output_paraphrases	28.24177933	0.7569298591	3.75	26	0.1	30	853	279	279
10213	42	1	1	0.762	0	1	1	3.5	a few companies have done that	output_paraphrases	96.42588806	0.8656366087	4.167	21	0.12	25	874	280	280
10215.545	42	1	1	0.471	0	0.97	0.9916666667	3.091	i heard of a couple of companies that have done that	input_phrase	33.13887787	0.8383385814	3.818	34	0.071	42	874	280	280
10213	42	1	1	0.762	0	1	1	3.5	a few companies have done that	output_paraphrases	96.42588806	0.8656366087	4.167	21	0.12	25	874	281	281
10234.5	42	0.8333333333	0.8533333333	0.515	0	0.8333333333	0.8683333333	3.3	there are a couple of companies that have done that	output_paraphrases	21.66159821	0.842652942	4.2	33	0.071	42	881	281	281
10215.545	42	1	1	0.471	0	0.97	0.9916666667	3.091	i heard of a couple of companies that have done that	input_phrase	33.13887787	0.8383385814	3.818	34	0.071	42	874	282	282
10234.5	42	0.8333333333	0.8533333333	0.515	0	0.8333333333	0.8683333333	3.3	there are a couple of companies that have done that	output_paraphrases	21.66159821	0.842652942	4.2	33	0.071	42	881	282	282
10058.545	54	0.8066666667	0.8216666667	0.5	0	0.745	0.6933333333	3.273	if you put six percent they match up to six percent	input_phrase	147.5434265	0.879906777	3.727	36	0.073	41	1286	283	283
10078.4	54	0.86	0.8383333333	0.69	0	0.85	0.7916666667	2.9	if you put six percent they will match it up	output_paraphrases	185.5076904	0.849508264	3.5	29	0.086	35	1286	283	283
10058.545	54	0.8066666667	0.8216666667	0.5	0	0.745	0.6933333333	3.273	if you put six percent they match up to six percent	input_phrase	147.5434265	0.879906777	3.727	36	0.073	41	1286	284	284
10081.25	54	0.78	0.8966666667	0.513	0	0.7783333333	0.81	3.25	they will match up to six percent if you put six percent	output_paraphrases	120.133461	0.8570644435	3.75	39	0.067	45	1291	284	284
10045.8	66	1	0.95	0.487	0	0.9	0.9366666667	3.9	physical or mental that they could take care of themselves	input_phrase	61.62343597	0.84432123	4.9	39	0.061	49	1778	287	287
9087	66	0.9583333333	1	0.513	0	0.9833333333	1	3.9	they could take care of their physical and mental wellbeing	output_paraphrases	44.85297012	0.8250850888	5	39	0.06	50	1781	287	287
10296.5	70	1	1	0.76	0	1	1	3.125	every year she was in a different home	output_paraphrases	113.9448395	0.8225134395	3.875	25	0.097	31	1838	289	289
10140.4	70	1	1	0.576	0	1	1	3.3	she ended up being in a different home every year	input_phrase	66.51229095	0.8152576774	4	33	0.075	40	1838	289	289
10296.5	70	1	1	0.76	0	1	1	3.125	every year she was in a different home	output_paraphrases	113.9448395	0.8225134395	3.875	25	0.097	31	1838	290	290
9954.333	70	1	1	0.588	0	1	1	3.778	she ended up living in different homes every year	output_paraphrases	109.4266891	0.8355466259	4.556	34	0.073	41	1839	290	290
10140.4	70	1	1	0.576	0	1	1	3.3	she ended up being in a different home every year	input_phrase	66.51229095	0.8152576774	4	33	0.075	40	1838	291	291
9954.333	70	1	1	0.588	0	1	1	3.778	she ended up living in different homes every year	output_paraphrases	109.4266891	0.8355466259	4.556	34	0.073	41	1839	291	291
10163.1	78	1	0.98	0.686	0	0.9333333333	0.94	3.5	i was watching the television for the first three days	output_paraphrases	70.69725037	0.8279474314	4.5	35	0.067	45	2055	292	292
8911.5	78	1	1	0.76	0	1	1	3.125	the first few days i was watching tv	output_paraphrases	70.05432129	0.8223832044	3.625	25	0.103	29	2058	292	292
10163.1	78	1	0.98	0.686	0	0.9333333333	0.94	3.5	i was watching the television for the first three days	output_paraphrases	70.69725037	0.8279474314	4.5	35	0.067	45	2055	293	293
9375.5	78	1	1	0.697	0	0.9666666667	0.96	3.3	the first three days i was glued to the television	input_phrase	49.34033585	0.8297355207	4.1	33	0.073	41	2055	293	293
8911.5	78	1	1	0.76	0	1	1	3.125	the first few days i was watching tv	output_paraphrases	70.05432129	0.8223832044	3.625	25	0.103	29	2058	294	294
9375.5	78	1	1	0.697	0	0.9666666667	0.96	3.3	the first three days i was glued to the television	input_phrase	49.34033585	0.8297355207	4.1	33	0.073	41	2055	294	294
10237.778	82	0.4666666667	0.9933333333	0.652	0	0.67	0.9266666667	2.556	kids are in a day care center all day	output_paraphrases	43.86544037	0.8376787498	3.222	23	0.103	29	2165	295	295
10267	82	0.6666666667	1	0.621	0	0.8333333333	0.95	2.9	these children are in a day care center all day	output_paraphrases	45.74023056	0.8206181221	3.8	29	0.079	38	2171	295	295
10237.778	82	0.4666666667	0.9933333333	0.652	0	0.67	0.9266666667	2.556	kids are in a day care center all day	output_paraphrases	43.86544037	0.8376787498	3.222	23	0.103	29	2165	296	296
10251.455	82	0.5666666667	1	0.6	0	0.79	0.9533333333	2.727	these kids are just in a day care center all day	input_phrase	44.06948471	0.8450831199	3.455	30	0.079	38	2165	296	296
10267	82	0.6666666667	1	0.621	0	0.8333333333	0.95	2.9	these children are in a day care center all day	output_paraphrases	45.74023056	0.8206181221	3.8	29	0.079	38	2171	297	297
10251.455	82	0.5666666667	1	0.6	0	0.79	0.9533333333	2.727	these kids are just in a day care center all day	input_phrase	44.06948471	0.8450831199	3.455	30	0.079	38	2165	297	297
10326	98	1	0.985	0.562	0	0.9866666667	0.9833333333	2.667	this is the first year that we have done it this way	output_paraphrases	18.34368324	0.8456486756	3.417	32	0.073	41	2360	298	298
10317.3	98	0.9333333333	1	0.577	0	0.9666666667	1	2.6	this is the first year we done it this way	input_phrase	36.59333801	0.859275251	3.3	26	0.091	33	2360	298	298
10326	98	1	0.985	0.562	0	0.9866666667	0.9833333333	2.667	this is the first year that we have done it this way	output_paraphrases	18.34368324	0.8456486756	3.417	32	0.073	41	2360	299	299
10338.444	98	1	1	0.625	0	1	1	2.667	we did it this way for the first time	output_paraphrases	27.03879547	0.8434476387	3.222	24	0.103	29	2367	299	299
10090.7	10	1	0.995	0.677	1	0.9833333333	0.995	3.1	do you find it hard to keep the tax records	output_paraphrases	61.41533661	0.7225062037	3.4	31	0.088	34	275	301	301
9891.167	10	0.9	0.865	0.523	1	0.82	0.865	3.667	do you find trouble keeping the records for taxes and all that	input_phrase	134.9850769	0.7207049461	4.25	44	0.059	51	275	301	301
10090.7	10	1	0.995	0.677	1	0.9833333333	0.995	3.1	do you find it hard to keep the tax records	output_paraphrases	61.41533661	0.7225062037	3.4	31	0.088	34	275	302	302
9545.111	10	1	0.99	0.579	1	0.9633333333	0.9933333333	4.222	do you have difficulty keeping the records for taxes	output_paraphrases	207.2904053	0.7447416069	4.889	38	0.068	44	277	302	302
9891.167	10	0.9	0.865	0.523	1	0.82	0.865	3.667	do you find trouble keeping the records for taxes and all that	input_phrase	134.9850769	0.7207049461	4.25	44	0.059	51	275	303	303
9545.111	10	1	0.99	0.579	1	0.9633333333	0.9933333333	4.222	do you have difficulty keeping the records for taxes	output_paraphrases	207.2904053	0.7447416069	4.889	38	0.068	44	277	303	303
9371.727	110	0.6916666667	0.86	0.556	1	0.7883333333	0.8483333333	3.273	disburse the money to me is what she would probably do	output_paraphrases	124.4194412	0.7155926448	4	36	0.068	44	2505	304	304
10281.5	110	1	1	0.613	1	1	1	3.1	she is probably going to give the money to me	output_paraphrases	31.49461174	0.7332731379	3.6	31	0.083	36	2507	304	304
9371.727	110	0.6916666667	0.86	0.556	1	0.7883333333	0.8483333333	3.273	disburse the money to me is what she would probably do	output_paraphrases	124.4194412	0.7155926448	4	36	0.068	44	2505	305	305
9371.727	110	0.8316666667	0.9266666667	0.556	1	0.835	0.915	3.273	what she probably would do is disburse the money to me	input_phrase	64.84448242	0.6994042184	4	36	0.068	44	2505	305	305
10281.5	110	1	1	0.613	1	1	1	3.1	she is probably going to give the money to me	output_paraphrases	31.49461174	0.7332731379	3.6	31	0.083	36	2507	306	306
9371.727	110	0.8316666667	0.9266666667	0.556	1	0.835	0.915	3.273	what she probably would do is disburse the money to me	input_phrase	64.84448242	0.6994042184	4	36	0.068	44	2505	306	306
9207.455	118	0.9166666667	0.8533333333	0.75	1	0.88	0.845	2.909	the best golf i have ever seen is your shitty one	output_paraphrases	429.8773499	0.7042976439	3.545	32	0.077	39	2635	307	307
10063.222	118	0.6666666667	0.8866666667	0.88	1	0.8533333333	0.895	2.778	your golf is the best i have ever seen	output_paraphrases	31.59982109	0.7580157565	3.333	25	0.1	30	2637	307	307
9207.455	118	0.9166666667	0.8533333333	0.75	1	0.88	0.845	2.909	the best golf i have ever seen is your shitty one	output_paraphrases	429.8773499	0.7042976439	3.545	32	0.077	39	2635	308	308
8997.273	118	0.7916666667	0.93	0.579	1	0.895	0.9283333333	3.455	your shitty golf is probably the best golf i ever seen	input_phrase	190.6769867	0.7354206562	4	38	0.068	44	2635	308	308
10063.222	118	0.6666666667	0.8866666667	0.88	1	0.8533333333	0.895	2.778	your golf is the best i have ever seen	output_paraphrases	31.59982109	0.7580157565	3.333	25	0.1	30	2637	309	309
8997.273	118	0.7916666667	0.93	0.579	1	0.895	0.9283333333	3.455	your shitty golf is probably the best golf i ever seen	input_phrase	190.6769867	0.7354206562	4	38	0.068	44	2635	309	309
9980.3	1638807207592803212_sent_int_pegasus_10	0.945	0.9016666667	0.59	1	0.8666666667	0.9216666667	3.9	because we both originally from this part of the country	input_phrase	56.68485641	0.75887552	4.7	39	0.064	47	655	310	310
10214.7	1638807207592803212_sent_int_pegasus_10	1	1	0.6	1	1	1	3	we were both born in this part of the country	output_paraphrases	19.95479012	0.726918225	3.6	30	0.083	36	652	310	310
9980.3	1638807207592803212_sent_int_pegasus_10	0.945	0.9016666667	0.59	1	0.8666666667	0.9216666667	3.9	because we both originally from this part of the country	input_phrase	56.68485641	0.75887552	4.7	39	0.064	47	655	311	311
9984.5	1638807207592803212_sent_int_pegasus_10	1	1	0.583	1	1	1	3.6	we were both originally from this part of the country	output_paraphrases	30.58767319	0.70524703	4.4	36	0.068	44	655	311	311
10214.7	1638807207592803212_sent_int_pegasus_10	1	1	0.6	1	1	1	3	we were both born in this part of the country	output_paraphrases	19.95479012	0.726918225	3.6	30	0.083	36	652	312	312
9984.5	1638807207592803212_sent_int_pegasus_10	1	1	0.583	1	1	1	3.6	we were both originally from this part of the country	output_paraphrases	30.58767319	0.70524703	4.4	36	0.068	44	655	312	312
10253.556	1638807207592803212_sent_int_pegasus_106	0.9333333333	0.9666666667	0.655	1	0.9266666667	0.975	3.222	you have to do this because it is necessary	output_paraphrases	41.89529037	0.761328271	3.889	29	0.086	35	594	313	313
10268.7	1638807207592803212_sent_int_pegasus_106	0.695	0.9116666667	0.5	1	0.85	0.8916666667	2.8	you need do this because it needs to be done	input_phrase	55.7922821	0.711336094	3.5	28	0.086	35	592	313	313
10253.556	1638807207592803212_sent_int_pegasus_106	0.9333333333	0.9666666667	0.655	1	0.9266666667	0.975	3.222	you have to do this because it is necessary	output_paraphrases	41.89529037	0.761328271	3.889	29	0.086	35	594	314	314
10212.5	1638807207592803212_sent_int_pegasus_106	1	0.9933333333	0.571	1	0.98	1	3.5	you need to do this because its necessary	output_paraphrases	84.1421814	0.716948758	4.25	28	0.088	34	592	314	314
10268.7	1638807207592803212_sent_int_pegasus_106	0.695	0.9116666667	0.5	1	0.85	0.8916666667	2.8	you need do this because it needs to be done	input_phrase	55.7922821	0.711336094	3.5	28	0.086	35	592	315	315
10212.5	1638807207592803212_sent_int_pegasus_106	1	0.9933333333	0.571	1	0.98	1	3.5	you need to do this because its necessary	output_paraphrases	84.1421814	0.716948758	4.25	28	0.088	34	592	315	315
10211.182	1638807207592803212_sent_int_pegasus_17	0.8333333333	0.905	0.714	1	0.865	0.9333333333	2.545	he been the best dog i ever had in my life	input_phrase	28.36993599	0.780988353	2.909	28	0.094	32	146	316	316
9908.333	1638807207592803212_sent_int_pegasus_17	0.8333333333	0.95	0.826	1	0.9083333333	0.9566666667	2.556	he is the best dog i have ever owned	output_paraphrases	21.66183472	0.773784444	3.111	23	0.107	28	149	316	316
10211.182	1638807207592803212_sent_int_pegasus_17	0.8333333333	0.905	0.714	1	0.865	0.9333333333	2.545	he been the best dog i ever had in my life	input_phrase	28.36993599	0.780988353	2.909	28	0.094	32	146	317	317
10182.714	1638807207592803212_sent_int_pegasus_17	0.9666666667	1	0.889	1	0.9766666667	1	2.571	he was the best dog i had	output_paraphrases	72.33879852	0.772067485	2.714	18	0.158	19	146	317	317
9908.333	1638807207592803212_sent_int_pegasus_17	0.8333333333	0.95	0.826	1	0.9083333333	0.9566666667	2.556	he is the best dog i have ever owned	output_paraphrases	21.66183472	0.773784444	3.111	23	0.107	28	149	318	318
10182.714	1638807207592803212_sent_int_pegasus_17	0.9666666667	1	0.889	1	0.9766666667	1	2.571	he was the best dog i had	output_paraphrases	72.33879852	0.772067485	2.714	18	0.158	19	146	318	318
9535.583	1638807207592803212_sent_int_pegasus_25	0.9716666667	0.9816666667	0.657	1	0.9583333333	0.985	2.917	i do think switching back and forth is that big a deal	input_phrase	51.5428772	0.686411647	3.583	35	0.07	43	999	319	319
9853.25	1638807207592803212_sent_int_pegasus_25	1	1	0.688	1	1	1	2.667	i think it is a big deal to switch back and forth	output_paraphrases	35.04734039	0.724933959	3.167	32	0.079	38	1000	319	319
9535.583	1638807207592803212_sent_int_pegasus_25	0.9716666667	0.9816666667	0.657	1	0.9583333333	0.985	2.917	i do think switching back and forth is that big a deal	input_phrase	51.5428772	0.686411647	3.583	35	0.07	43	999	320	320
9678.556	1638807207592803212_sent_int_pegasus_25	1	0.9933333333	0.731	1	0.9816666667	1	2.889	its a big deal to switch back and forth	output_paraphrases	44.02827454	0.765772784	3.444	26	0.097	31	999	320	320
9853.25	1638807207592803212_sent_int_pegasus_25	1	1	0.688	1	1	1	2.667	i think it is a big deal to switch back and forth	output_paraphrases	35.04734039	0.724933959	3.167	32	0.079	38	1000	321	321
9678.556	1638807207592803212_sent_int_pegasus_25	1	0.9933333333	0.731	1	0.9816666667	1	2.889	its a big deal to switch back and forth	output_paraphrases	44.02827454	0.765772784	3.444	26	0.097	31	999	321	321
8426.375	1638807207592803212_sent_int_pegasus_36	0.6666666667	0.825	0.682	1	0.7916666667	0.8833333333	2.75	i didnt dig it out to make sure	output_paraphrases	164.2774506	0.728151344	3	22	0.125	24	824	324	324
9250	1638807207592803212_sent_int_pegasus_36	1	0.9816666667	0.75	1	0.9833333333	0.985	2.8	i never bothered to dig it out and make sure	input_phrase	67.58264923	0.776844627	3.5	28	0.086	35	824	324	324
9990.182	1638807207592803212_sent_int_pegasus_37	0.9333333333	0.89	0.512	1	0.8783333333	0.8783333333	3.727	i still believe i get very fed up with government sometimes	input_phrase	238.2933807	0.751228704	4.455	41	0.061	49	41	325	325
10018.5	1638807207592803212_sent_int_pegasus_37	0.875	0.955	0.667	1	0.9	0.9566666667	3.3	i still think i get very fed up with government	output_paraphrases	152.1445923	0.776205988	3.8	33	0.079	38	47	325	325
9990.182	1638807207592803212_sent_int_pegasus_37	0.9333333333	0.89	0.512	1	0.8783333333	0.8783333333	3.727	i still believe i get very fed up with government sometimes	input_phrase	238.2933807	0.751228704	4.455	41	0.061	49	41	326	326
9986	1638807207592803212_sent_int_pegasus_37	1	1	0.581	1	1	1	4.429	sometimes i get very angry with government	output_paraphrases	192.8590393	0.764992138	5.143	31	0.083	36	41	326	326
10018.5	1638807207592803212_sent_int_pegasus_37	0.875	0.955	0.667	1	0.9	0.9566666667	3.3	i still think i get very fed up with government	output_paraphrases	152.1445923	0.776205988	3.8	33	0.079	38	47	327	327
9986	1638807207592803212_sent_int_pegasus_37	1	1	0.581	1	1	1	4.429	sometimes i get very angry with government	output_paraphrases	192.8590393	0.764992138	5.143	31	0.083	36	41	327	327
10317.273	1638807207592803212_sent_int_pegasus_39	1	0.9683333333	0.63	1	0.97	0.96	2.455	i believe that would be a great way to do it	output_paraphrases	17.45201111	0.689705543	3.091	27	0.088	34	358	328	328
10344.727	1638807207592803212_sent_int_pegasus_39	1	1	0.68	1	1	1	2.273	i think that would be a good way to do it	output_paraphrases	11.93290615	0.714843888	2.818	25	0.097	31	363	328	328
10317.273	1638807207592803212_sent_int_pegasus_39	1	0.9683333333	0.63	1	0.97	0.96	2.455	i believe that would be a great way to do it	output_paraphrases	17.45201111	0.689705543	3.091	27	0.088	34	358	329	329
10212.818	1638807207592803212_sent_int_pegasus_39	0.9716666667	0.99	0.667	1	0.97	0.99	2.727	i think that would be a wonderful way to do it	input_phrase	20.2320118	0.762168524	3.273	30	0.083	36	358	329	329
10344.727	1638807207592803212_sent_int_pegasus_39	1	1	0.68	1	1	1	2.273	i think that would be a good way to do it	output_paraphrases	11.93290615	0.714843888	2.818	25	0.097	31	363	330	330
