filename.1	Short Utterance	challengelevel	Response
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_867.wav	i guess one thing that i found sort of interesting	ne_1	i guess one thing that i found sort of interesting
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_867.wav	i guess one thing that i found sort of interesting	ne_1	I guess one thing that I found sort of interesting
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_867.wav	i guess one thing that i found sort of interesting	ne_1	i guess one thing that i found sort of interesting
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_547.wav	right now i got it narrowed down to the top four teams	ne_1	right now I've got it narrowed down to the top 14
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_547.wav	right now i got it narrowed down to the top four teams	ne_1	Right now I have got it narrowed down to the top 14.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_547.wav	right now i got it narrowed down to the top four teams	ne_1	right now i got it narrowed down to the top fourteen
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_547.wav	right now i got it narrowed down to the top four teams	ne_1	right now i got it narrowed down to the top 14s
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_547.wav	right now i got it narrowed down to the top four teams	ne_1	right now I got it narrowed down to the top fourteen
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_547.wav	right now i got it narrowed down to the top four teams	ne_1	right now ive got it narrowed down to the top 14
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1439.wav	your shitty golf is probably the best golf i ever seen	ne_1	your_____ is probably the best____ I've ever seen
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1439.wav	your shitty golf is probably the best golf i ever seen	ne_1	Your shitty golf is probably the best golf I have ever seen.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1439.wav	your shitty golf is probably the best golf i ever seen	ne_1	your shitty golf is probably the best golf i have ever seen
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1439.wav	your shitty golf is probably the best golf i ever seen	ne_1	your shitty golf is probably the best golf i ever seen
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1439.wav	your shitty golf is probably the best golf i ever seen	ne_1	your shitty golf is probably the best gold I've ever seen
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_1439.wav	your shitty golf is probably the best golf i ever seen	ne_1	your city golf is probably the best golf i have ever seen
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1011.wav	i like seeing other countries and shopping in other places	ne_1	I like seeing other countries and shopping in other places
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1011.wav	i like seeing other countries and shopping in other places	ne_1	I like seeing other places and shopping in other places.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1011.wav	i like seeing other countries and shopping in other places	ne_1	i like seeing other countries and shopping in other places
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1011.wav	i like seeing other countries and shopping in other places	ne_1	i like seeing other countries and shopping in other places
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1011.wav	i like seeing other countries and shopping in other places	ne_1	I like seeing other countries and shopping in other places
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1011.wav	i like seeing other countries and shopping in other places	ne_1	i like seeing other countries and shopping in other places
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1099.wav	i plan on getting back once i graduate next weekend	ne_1	I plan on getting back after i graduate next weekend
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1099.wav	i plan on getting back once i graduate next weekend	ne_1	I plan on getting back once I graduate next weekend.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1099.wav	i plan on getting back once i graduate next weekend	ne_1	i plan on getting back once i graduate next weekend
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1099.wav	i plan on getting back once i graduate next weekend	ne_1	i plan on getting back once i graduate next weekend
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1099.wav	i plan on getting back once i graduate next weekend	ne_1	I plan on getting back once I graduate next weekend
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_1099.wav	i plan on getting back once i graduate next weekend	ne_1	i plan on getting back once i graduate next weekend
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_837.wav	the place i work at health insurance is kind of expensive	ne_1	The place I works health insurance is kind of expensive
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_837.wav	the place i work at health insurance is kind of expensive	ne_1	The place I worked at health insurance is kinda expensive.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_837.wav	the place i work at health insurance is kind of expensive	ne_1	the place i work at health insurance is kind of expensive
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_837.wav	the place i work at health insurance is kind of expensive	ne_1	the place i work at health insurance is kind of expensive
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_837.wav	the place i work at health insurance is kind of expensive	ne_1	the place I work, it's health insurance is kind of expensive
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_837.wav	the place i work at health insurance is kind of expensive	ne_1	the place i work at health insurance is kind of expensive
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_972.wav	i hope you have a good rest of your weekend	ne_1	I hope you have a good rest of your weekend
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_972.wav	i hope you have a good rest of your weekend	ne_1	I hope you have a good rest of the weekend.
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_972.wav	i hope you have a good rest of your weekend	ne_1	i hope you have a good rest of your weekend
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_972.wav	i hope you have a good rest of your weekend	ne_1	i hope you have a good rest of your weekend
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_972.wav	i hope you have a good rest of your weekend	ne_1	I hope you have a good rest of your weekend
1637158881930335487_sent_int_pegasus_noisy_babble_0_utt_972.wav	i hope you have a good rest of your weekend	ne_1	i hope you have a good rested long weekend
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_175.wav	it sort of takes the justice out of the justice system	ne_1	it sort of takes the justice out of the justice system
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_175.wav	it sort of takes the justice out of the justice system	ne_1	It sort of takes the justice out of the justice system.
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_175.wav	it sort of takes the justice out of the justice system	ne_1	it sort of takes the justice out of the justice system
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_175.wav	it sort of takes the justice out of the justice system	ne_1	it sort of takes the justice out of the justice system
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_175.wav	it sort of takes the justice out of the justice system	ne_1	it sort of takes the justice out of the justice system
1637160114511002659_sent_int_pegasus_noisy_babble_0_utt_175.wav	it sort of takes the justice out of the justice system	ne_1	it sort of takes the justice out of the justice system
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1074.wav	they seem to give more facts than opinions	ne_2	they seem to get_____
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1074.wav	they seem to give more facts than opinions	ne_2	They seem to give more back then normal.
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1074.wav	they seem to give more facts than opinions	ne_2	they seem to get more facts XXX
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1074.wav	they seem to give more facts than opinions	ne_2	they seemed to be brought back to the ?? field??
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1074.wav	they seem to give more facts than opinions	ne_2	you seem to give more back than
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1074.wav	they seem to give more facts than opinions	ne_2	they seem to give more back XXX
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1025.wav	they made a lot of money from it	ne_2	we made a lot of money
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1025.wav	they made a lot of money from it	ne_2	They made a lot of money.
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1025.wav	they made a lot of money from it	ne_2	they made a lot of money on XXX
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1025.wav	they made a lot of money from it	ne_2	we made a lot of money
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1025.wav	they made a lot of money from it	ne_2	they made a lot of money
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1025.wav	they made a lot of money from it	ne_2	they made a lot of money on it
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_687.wav	i am aware that your campus was similar to ours	ne_2	I am aware that you have this similar________
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_687.wav	i am aware that your campus was similar to ours	ne_2	I am aware that your campus is similar to ours.
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_687.wav	i am aware that your campus was similar to ours	ne_2	i am aware that your campus is similar to ours
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_687.wav	i am aware that your campus was similar to ours	ne_2	i am aware that your campus was similar to ours
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_687.wav	i am aware that your campus was similar to ours	ne_2	I am aware that your cloud face is similar to ours
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_687.wav	i am aware that your campus was similar to ours	ne_2	I am aware that XXX is similar to ours
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_290.wav	my work schedule has made me catch it lately	ne_2	my_________ catch it later
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_290.wav	my work schedule has made me catch it lately	ne_2	I will catch it later.
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_290.wav	my work schedule has made me catch it lately	ne_2	my work schedule has made me catch it later
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_290.wav	my work schedule has made me catch it lately	ne_2	my work schedule has made me catch it lately
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_290.wav	my work schedule has made me catch it lately	ne_2	my work shift has made me catch it lately
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_290.wav	my work schedule has made me catch it lately	ne_2	my worksheet has made me catch it lately
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_896.wav	the worst i ever got was lousy	ne_2	the worst I ever got was______
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_896.wav	the worst i ever got was lousy	ne_2	they are waiting for the train.
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_896.wav	the worst i ever got was lousy	ne_2	the worst XXX
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_896.wav	the worst i ever got was lousy	ne_2	the worst i ever got was lash
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_896.wav	the worst i ever got was lousy	ne_2	the worst day I ever got
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_896.wav	the worst i ever got was lousy	ne_2	the worst i ever got is lamb
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_964.wav	they decided not to worry about being identified	ne_2	I started not to worry about being identified
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_964.wav	they decided not to worry about being identified	ne_2	They decided xxx
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_964.wav	they decided not to worry about being identified	ne_2	they decided not to worry about being identical
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_964.wav	they decided not to worry about being identified	ne_2	they decided not to worry about being identified
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_964.wav	they decided not to worry about being identified	ne_2	they decided not to worry about being identical
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_964.wav	they decided not to worry about being identified	ne_2	they decided not to worry about the XXX
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_606.wav	it kind of falls in the rap category	ne_2	_____ the ____ category
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_606.wav	it kind of falls in the rap category	ne_2	they seem to be on the rat pack.
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_606.wav	it kind of falls in the rap category	ne_2	it kind of XXX for a rap title
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_606.wav	it kind of falls in the rap category	ne_2	it kind of falls in the rat category
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_606.wav	it kind of falls in the rap category	ne_2	it kind of falls in the rat pack
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_606.wav	it kind of falls in the rap category	ne_2	it kind of falls to the XXX
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_651.wav	we do it the same as you	ne_2	we deal with the same______
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_651.wav	we do it the same as you	ne_2	We did it the same as you.
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_651.wav	we do it the same as you	ne_2	we do it the same as you
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_651.wav	we do it the same as you	ne_2	we do it the same as you
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_651.wav	we do it the same as you	ne_2	we do it the same as you
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_651.wav	we do it the same as you	ne_2	we do it the same as you
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_168.wav	you only have a limited amount of money left	ne_2	you only have a limited amount of money left
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_168.wav	you only have a limited amount of money left	ne_2	You only have a limited amount of money.
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_168.wav	you only have a limited amount of money left	ne_2	you only have a limited amount of money left
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_168.wav	you only have a limited amount of money left	ne_2	you only have a limited about of money left
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_168.wav	you only have a limited amount of money left	ne_2	you only have limited amount of money left
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_168.wav	you only have a limited amount of money left	ne_2	you only have a limited amount of money left
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_1096.wav	the plastic jugs have faded a bit	ne_2	the plastic____ have faded a bit
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_1096.wav	the plastic jugs have faded a bit	ne_2	The plastic jabs have faded xxxx
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_1096.wav	the plastic jugs have faded a bit	ne_2	the plastic jams have faded a bit
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_1096.wav	the plastic jugs have faded a bit	ne_2	the plastic jugs have faded in the shop
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_1096.wav	the plastic jugs have faded a bit	ne_2	the plastic jugs have faded a bit
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_1096.wav	the plastic jugs have faded a bit	ne_2	the plastic jugs have faded a bit
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_501.wav	he wished he could be here	ne_2	we wished he could be here
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_501.wav	he wished he could be here	ne_2	We wish we could be here.
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_501.wav	he wished he could be here	ne_2	he wished he could be here
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_501.wav	he wished he could be here	ne_2	he wished he could be here
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_501.wav	he wished he could be here	ne_2	he wished he could be here
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_501.wav	he wished he could be here	ne_2	he wished he could be here
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1423.wav	you have a modem that you can connect to	ne_2	you have a _____ which you can connect to
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1423.wav	you have a modem that you can connect to	ne_2	Do you have a modem you can connect too.
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1423.wav	you have a modem that you can connect to	ne_2	you have a modem that you can connect to
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1423.wav	you have a modem that you can connect to	ne_2	we do have a __ that you can connect to
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1423.wav	you have a modem that you can connect to	ne_2	do you have a modern that you can connect to
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1423.wav	you have a modem that you can connect to	ne_2	XXX that you can connect to
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_489.wav	the president says no new taxes at the moment	ne_2	the president says no new taxes at the moment
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_489.wav	the president says no new taxes at the moment	ne_2	The president says no new taxis at the moment.
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_489.wav	the president says no new taxes at the moment	ne_2	XXX says no new taxes at the moment
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_489.wav	the president says no new taxes at the moment	ne_2	the president says no new taxes at the moment
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_489.wav	the president says no new taxes at the moment	ne_2	the president says no new taxes at the moment
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_489.wav	the president says no new taxes at the moment	ne_2	the president says no new taxes at the moment
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_4.wav	there was a freak ice storm	ne_2	there was a_______
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_4.wav	there was a freak ice storm	ne_2	There is a freak ice storm.
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_4.wav	there was a freak ice storm	ne_2	there was a freak ice storm
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_4.wav	there was a freak ice storm	ne_2	there was a three high store
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_4.wav	there was a freak ice storm	ne_2	there was a freak high storm
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_4.wav	there was a freak ice storm	ne_2	There was a XXX ice storm
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1098.wav	that part of it is behind schedule	ne_2	the best part of me is that im a chef
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1098.wav	that part of it is behind schedule	ne_2	That party is behind schedule.
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1098.wav	that part of it is behind schedule	ne_2	that part of XXX is behind schedule
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1098.wav	that part of it is behind schedule	ne_2	that party is behind schedule
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1098.wav	that part of it is behind schedule	ne_2	that part is behind schedule
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1098.wav	that part of it is behind schedule	ne_2	that party XXX is behind schedule
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1296.wav	what kind of work do you do when you consult	ne_2	what kind of work did you do________
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1296.wav	what kind of work do you do when you consult	ne_2	What sort of work do you do at the weekend?
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1296.wav	what kind of work do you do when you consult	ne_2	what kind of work do you do when you do some
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1296.wav	what kind of work do you do when you consult	ne_2	what kind of work do you do when you __
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1296.wav	what kind of work do you do when you consult	ne_2	what kind of work do you do when you consult
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1296.wav	what kind of work do you do when you consult	ne_2	what kind of work do you do XXX
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_792.wav	the only thing i can think of is an appeal procedure	ne_2	I only thing I can think of__________
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_792.wav	the only thing i can think of is an appeal procedure	ne_2	The only thing i could think of is the nokia xxxx
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_792.wav	the only thing i can think of is an appeal procedure	ne_2	the only thing i can XXX is the procedure
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_792.wav	the only thing i can think of is an appeal procedure	ne_2	the only thing i can think of is a (? nokia?) procedure
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_792.wav	the only thing i can think of is an appeal procedure	ne_2	the only thing I can think of is an appeal
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_792.wav	the only thing i can think of is an appeal procedure	ne_2	the only thing i can think of is XXX
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_528.wav	i am employed at a law firm	ne_2	I am employed at_______
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_528.wav	i am employed at a law firm	ne_2	I am xxxx
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_528.wav	i am employed at a law firm	ne_2	i am employed at a law firm
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_528.wav	i am employed at a law firm	ne_2	i am employed at a ????
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_528.wav	i am employed at a law firm	ne_2	I am employed at a law firm
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_528.wav	i am employed at a law firm	ne_2	I am employed at your firm
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1152.wav	i had to talk about this topic accidentally	ne_2	I have to talk about this topic accidently
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1152.wav	i had to talk about this topic accidentally	ne_2	I have to talk about this topic accidentally.
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1152.wav	i had to talk about this topic accidentally	ne_2	i had to talk about this topic accidentally
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1152.wav	i had to talk about this topic accidentally	ne_2	my cats are talking about this topic accidentally
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1152.wav	i had to talk about this topic accidentally	ne_2	I had to talk about this topic accidentally
1637160114511002659_sent_int_pegasus_noisy_babble_-5_utt_1152.wav	i had to talk about this topic accidentally	ne_2	i had to talk about this topic accidentally
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_356.wav	does it just want to sniff and play	ne_2	does it just______
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_356.wav	does it just want to sniff and play	ne_2	Did it just do to play.
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_356.wav	does it just want to sniff and play	ne_2	they just want to sniff and play
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_356.wav	does it just want to sniff and play	ne_2	do it just want to sniff and play
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_356.wav	does it just want to sniff and play	ne_2	does it just want to sniff and play
1637158881930335487_sent_int_pegasus_noisy_babble_-5_utt_356.wav	does it just want to sniff and play	ne_2	XXX sniff and place
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_118.wav	try to fill our day with that	ne_0	Try to fill our day with that
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_118.wav	try to fill our day with that	ne_0	TRY TO FILL OUR DAY WITH THAT
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_118.wav	try to fill our day with that	ne_0	try to fill our day with that
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_118.wav	try to fill our day with that	ne_0	Try to fill our day with that.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_118.wav	try to fill our day with that	ne_0	Try to fill our day with that
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_118.wav	try to fill our day with that	ne_0	Try to fill our day with that
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_96.wav	paid for the expenses out of that envelope	ne_0	Paid for the expenses out of that envelope
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_96.wav	paid for the expenses out of that envelope	ne_0	PAID FOR THE EXPENSES OUT OF THAT ENVELOPE
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_96.wav	paid for the expenses out of that envelope	ne_0	paid for the expenses out of that envelope
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_96.wav	paid for the expenses out of that envelope	ne_0	Pay for the expenses out of that envelope.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_96.wav	paid for the expenses out of that envelope	ne_0	Paid for the expenses out of that envelope
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_96.wav	paid for the expenses out of that envelope	ne_0	Paid for the expenses out of that envelope
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_314.wav	do you get any kind of medical care	ne_0	Do you get any kind of medical care
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_314.wav	do you get any kind of medical care	ne_0	DO YOU GET ANY KIND OF MEDICAL CARE
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_314.wav	do you get any kind of medical care	ne_0	do you get any kind of medical care
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_314.wav	do you get any kind of medical care	ne_0	Do you get any kind of medical care?
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_314.wav	do you get any kind of medical care	ne_0	Do you get any kind of medical care?
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_314.wav	do you get any kind of medical care	ne_0	Do you get any kind of medical care?
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_813.wav	the first few days i was watching tv	ne_0	The first few days I was watching tv
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_813.wav	the first few days i was watching tv	ne_0	THE FIRST FEW DAYS I WAS WATCHING TV
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_813.wav	the first few days i was watching tv	ne_0	the first few days i was watching tv
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_813.wav	the first few days i was watching tv	ne_0	The first few days, I was watching TV.
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_813.wav	the first few days i was watching tv	ne_0	The first few days I was watching TV
1637160114511002659_sent_int_pegasus_noisy_babble_5_utt_813.wav	the first few days i was watching tv	ne_0	The first few days I was watching tv
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_333.wav	do you want to hear about my animals	ne_0	Do you want to hear about my animals
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_333.wav	do you want to hear about my animals	ne_0	DO YOU WANT TO HEAR ABOUT MY ANIMALS
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_333.wav	do you want to hear about my animals	ne_0	do you want to hear about my animals
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_333.wav	do you want to hear about my animals	ne_0	Do you want to hear about my animals?
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_333.wav	do you want to hear about my animals	ne_0	Do you want to hear about my animals?
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_333.wav	do you want to hear about my animals	ne_0	Do you want to hear about my animals?
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_1415.wav	if you put six percent they will match it up	ne_0	If you put six percent they will match it up
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_1415.wav	if you put six percent they will match it up	ne_0	IF YOU PUT 6% THEY WILL MATCH IT UP
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_1415.wav	if you put six percent they will match it up	ne_0	If you put XXXX they will match it up
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_1415.wav	if you put six percent they will match it up	ne_0	If you put 6% they will match it up.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_1415.wav	if you put six percent they will match it up	ne_0	If you put 6 percent they will match it up
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_1415.wav	if you put six percent they will match it up	ne_0	If you put 6% they will match it up
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_611.wav	i blame it on the teachers	ne_0	I blame it on the teachers
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_611.wav	i blame it on the teachers	ne_0	I BLAME IT ON THE TEACHERS
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_611.wav	i blame it on the teachers	ne_0	i blame it on the teachers
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_611.wav	i blame it on the teachers	ne_0	I blame it on the teachers.
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_611.wav	i blame it on the teachers	ne_0	I blame it on the teachers
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_611.wav	i blame it on the teachers	ne_0	I blame it on the teachers
1637158881930335487_sent_int_pegasus_noisy_babble_5_utt_343.wav	do you work for a big company	ne_0	Do you work for a big company
